;seg;badseg;meanamp_ROI;wordreps;word.y;Typefrequenz_absolut;Nachbarn_mittel_absolut;Typelaenge_Zeichen;baysur;prederr
1;1;;-6.8025;0.0;Kohlrabi;0.07742639040348964;0.02631578947368421;0.625;0.05430466442710154;
2;2;;-9.9654;0.0;Kartoffel;0.2050163576881134;0.05263157894736842;0.75;0.02211778979078179;
3;3;;1.0723;0.0;GrÃ¼nkohl;0.03544165757906216;0.02631578947368421;0.625;0.010725610334858414;
4;4;;-0.3489;0.0;Tomate;0.10141766630316248;0.07894736842105263;0.375;0.006939797442573654;
5;5;;-2.9226;0.0;Spinat;0.15921483097055616;0.15789473684210525;0.375;0.003980610417478305;
6;6;;5.8323;0.0;Wirsing;0.025081788440567066;0.11842105263157894;0.5;0.003402940799773466;
7;7;;15.9434;0.0;Paprika;0.18484187568157034;0.06578947368421052;0.5;0.001959591673780829;
8;8;;5.3494;0.0;Pappel;0.04198473282442748;0.5;0.375;0.017590499016743196;
9;9;;-13.4893;0.0;Zypresse;0.009269356597600873;0.039473684210526314;0.625;0.005592491320360076;
10;10;;14.0104;0.0;Ahorn;0.028898582333696837;0.23684210526315788;0.25;0.002933506265030509;
11;11;;8.2063;0.0;Fichte;0.48800436205016356;0.5657894736842105;0.375;0.001730470914612804;
12;12;;-14.4136;0.0;Ulme;0.025627044711014176;0.35526315789473684;0.125;0.0010467503189271986;
13;13;;-6.5054;0.0;Esche;0.05343511450381679;0.6052631578947368;0.25;0.0006120957349476348;
14;14;;4.1568;0.0;Akazie;0.017448200654307525;0.013157894736842105;0.375;0.0003171219056229726;
15;15;;4.3214;0.0;Platane;0.010359869138495093;0.09210526315789473;0.5;0.00010834948654822441;
16;16;;-4.6841;0.0;Lehnstuhl;0.17393675027262814;0.05263157894736842;0.75;0.10248085487522132;
17;17;;7.6611;0.0;Esstisch;0.0005452562704471102;0.0;0.625;0.016987598120160992;
18;18;;-2.1069;0.0;Ehebett;0.04525627044711014;0.05263157894736842;0.5;0.008689701377263844;
19;19;;-7.8534;0.0;Kommode;0.1826608505997819;0.11842105263157894;0.5;0.00535772794724087;
20;20;;6.4784;0.0;Sessel;1.0;0.5394736842105263;0.375;0.008444033377054265;
21;21;;-7.4178;0.0;Truhe;0.1728462377317339;0.27631578947368424;0.25;0.0025950795951921995;
22;22;;6.2659;0.0;Handschuh;0.17938931297709923;0.09210526315789473;0.75;0.05069298237815797;
23;23;;-2.3174;0.0;Pullover;0.23336968375136313;0.07894736842105263;0.625;0.008468891188176439;
24;24;;-2.3495;0.0;Kittel;0.2677208287895311;0.6052631578947368;0.375;0.004575586367711543;
25;25;;3.0291;0.0;Jeans;0.10905125408942203;0.42105263157894735;0.25;0.002915011339136063;
26;26;;5.5292;0.0;Kopftuch;0.14285714285714285;0.02631578947368421;0.625;0.0019633024183050647;
27;27;;13.0382;0.0;Fahrrad;0.38386041439476554;0.05263157894736842;0.5;0.06282216687060478;
28;28;;0.2296;0.0;U-Bahn;0.0916030534351145;0.15789473684210525;0.375;0.03992950382581163;
29;29;;-17.7766;0.0;Karren;0.27699018538713194;0.7236842105263158;0.375;0.004314722860314871;
30;30;;3.2927;0.0;Automobil;0.30861504907306436;0.09210526315789473;0.75;0.0027070872198464956;
31;31;;5.4132;0.0;Dreirad;0.010359869138495093;0.039473684210526314;0.5;0.001799749591362102;
32;32;;12.7078;0.0;Motorrad;0.17938931297709923;0.10526315789473684;0.625;0.001212153740488243;
33;33;;7.4431;0.0;Nachtzug;0.026717557251908396;0.05263157894736842;0.625;0.006742193439398081;
34;34;;9.9288;0.0;Pinguin;0.010905125408942203;0.06578947368421052;0.5;0.1432665390745796;
35;35;;-26.6248;0.0;Elster;0.09378407851690294;0.3684210526315789;0.375;0.019508757978465213;
36;36;;2.7916;0.0;Kuckuck;0.13685932388222466;0.07894736842105263;0.5;0.010415373535093553;
37;37;;7.994;0.0;Pelikan;0.026172300981461286;0.15789473684210525;0.5;0.00663012565881636;
38;38;;2.4884;0.0;Storch;0.12104689203925845;0.18421052631578946;0.375;0.004541639259253798;
39;39;;5.8251;0.0;Specht;0.10359869138495092;0.13157894736842105;0.375;0.0032227573051676426;
40;40;;0.0;0.0;Schrank;0.6875681570338059;0.2894736842105263;0.5;0.01548784072880365;
41;41;;1.1965;0.0;Couch;0.1717557251908397;0.34210526315789475;0.25;0.025810820921463223;
42;42;;-9.3944;0.034482758620689655;Ehebett;0.04525627044711014;0.05263157894736842;0.5;0.004404327896953403;
