;seg;badseg;meanamp_ROI;wordreps;word.y;Typefrequenz_absolut;Nachbarn_mittel_absolut;Typelaenge_Zeichen;baysur;prederr
1;1;;-11.2794;0.0;Schwein;0.5327153762268266;0.40789473684210525;0.5;0.04371448451949572;
2;2;;-5.9976;0.0;Maulwurf;0.1019629225736096;0.06578947368421052;0.625;0.01602709849367765;
3;3;;-19.4753;0.0;Panther;0.11504907306434024;0.2894736842105263;0.5;0.00793134650012079;
4;4;;-28.1785;0.0;BÃ¼ffel;0.0866957470010905;0.19736842105263158;0.375;0.00814878353647024;
5;5;;-4.8489;0.0;Ahorn;0.028898582333696837;0.23684210526315788;0.25;0.025040045267726414;
6;6;;13.7037;0.0;Ulme;0.025627044711014176;0.35526315789473684;0.125;0.009541254374720315;
7;7;;-8.3386;0.0;Pappel;0.04198473282442748;0.5;0.375;0.005265175869307342;
8;8;;-18.6077;0.0;Fichte;0.48800436205016356;0.5657894736842105;0.375;0.003275468372252781;
9;9;;2.2197;0.0;Eiche;0.20610687022900764;0.6842105263157895;0.25;0.002150253460230272;
10;10;;-12.7653;0.0;Esche;0.05343511450381679;0.6052631578947368;0.25;0.0014450451684824314;
11;11;;-2.3874;0.0;Rotbuche;0.009269356597600873;0.039473684210526314;0.625;0.0009743397859575879;
12;12;;-0.2853;0.0;Zypresse;0.009269356597600873;0.039473684210526314;0.625;0.0006466978206756017;
13;13;;8.8623;0.0;Tomate;0.10141766630316248;0.07894736842105263;0.375;0.01341421574682914;
14;14;;11.9324;0.0;Kartoffel;0.2050163576881134;0.05263157894736842;0.75;0.0038046428098032297;
15;15;;7.631;0.0;Spargel;0.1559432933478735;0.25;0.5;0.002069192542000417;
16;16;;-1.3461;0.0;Paprika;0.18484187568157034;0.06578947368421052;0.5;0.0012817224769252277;
17;17;;-2.8512;0.0;Kuchenform;0.003816793893129771;0.02631578947368421;0.875;0.07705928753727645;
18;18;;6.7943;0.0;LÃ¶ffel;0.6853871319520175;0.09210526315789473;0.375;0.03055214240192225;
19;19;;-7.3314;0.0;Tasse;0.7464558342420938;1.0;0.25;0.024321762493426363;
20;20;;9.4171;0.0;Topf;0.520174482006543;0.5789473684210527;0.125;0.007678667415748019;
21;21;;1.5361;0.0;Backform;0.0016357688113413304;0.05263157894736842;0.625;0.003609960417780768;
22;22;;-10.0659;0.0;Tortenheber;0.0059978189749182115;0.0;1.0;0.0065734283983621645;
23;23;;23.4416;0.034482758620689655;Kartoffel;0.2050163576881134;0.05263157894736842;0.75;0.007174014101070676;
24;24;;5.8244;0.0;Rotkohl;0.03816793893129771;0.06578947368421052;0.5;0.02600431706698108;
25;25;;10.6932;0.034482758620689655;Spargel;0.1559432933478735;0.25;0.5;0.0032688926309354677;
26;26;;2.1451;0.034482758620689655;Tomate;0.10141766630316248;0.07894736842105263;0.375;0.002354672327994586;
27;27;;3.8706;0.0;GrÃ¼nkohl;0.03544165757906216;0.02631578947368421;0.625;0.005341705062741137;
28;28;;-0.6925;0.0;Zwiebel;0.346782988004362;0.11842105263157894;0.5;0.0013696836140215383;
29;29;;5.4728;0.0;Wirsing;0.025081788440567066;0.11842105263157894;0.5;0.002839493520186178;
30;30;;20.5815;0.0;Spinat;0.15921483097055616;0.15789473684210525;0.375;0.000859765640368685;
31;31;;-5.982;0.0;Zollstock;0.024536532170119956;0.02631578947368421;0.75;0.03896274597909971;
32;32;;5.5568;0.0;SÃ¤ge;0.13140676117775354;0.5789473684210527;0.125;0.008497592863936565;
