;seg;badseg;meanamp_ROI;wordreps;word.y;Typefrequenz_absolut;Nachbarn_mittel_absolut;Typelaenge_Zeichen;baysur;prederr
1;1;;-5.3966;0.0;Motorrad;0.17938931297709923;0.10526315789473684;0.625;0.043861064425490176;
2;2;;-25.5811;0.0;FÃ¤hre;0.11559432933478735;0.4342105263157895;0.25;0.01595129278693948;
3;3;;-1.3439;0.0;Automobil;0.30861504907306436;0.09210526315789473;0.75;0.007790515558933268;
4;4;;-9.0016;0.0;Karren;0.27699018538713194;0.7236842105263158;0.375;0.004315589877847576;
5;5;;-14.3745;0.0;Dreirad;0.010359869138495093;0.039473684210526314;0.5;0.002531351109584223;
6;6;;-0.2346;0.0;S-Bahn;0.09814612868047982;0.17105263157894737;0.375;0.006664329376452877;
7;7;;5.2859;0.0;U-Bahn;0.0916030534351145;0.15789473684210525;0.375;0.002589172294012085;
8;8;;9.9961;0.0;Gebirge;0.7050163576881134;0.14473684210526316;0.5;0.047394140688364596;
9;9;;-6.2091;0.0;Steppe;0.2039258451472192;0.21052631578947367;0.375;0.014432029518599588;
10;10;;-4.3675;0.0;Salzsee;0.012540894220283533;0.02631578947368421;0.5;0.015801622038432963;
11;11;;-9.6355;0.0;Fluss;0.0539803707742639;0.25;0.25;0.006842775503984186;
12;12;;-17.9791;0.0;Schlucht;0.25572519083969464;0.15789473684210525;0.625;0.0033052466799247163;
13;13;;9.3467;0.0;Strand;0.5354416575790621;0.15789473684210525;0.375;0.0022444977646346423;
14;14;;-1.3762;0.0;Sumpf;0.2862595419847328;0.25;0.25;0.0015351224462796574;
15;15;;3.9413;0.0;Lagune;0.07906215921483097;0.09210526315789473;0.375;0.0030225187703148025;
16;16;;3.6252;0.0;MeiÃel;0.061613958560523444;0.25;0.375;0.02263918286422116;
17;17;;-5.7697;0.0;SÃ¤ge;0.13140676117775354;0.5789473684210527;0.125;0.007705545124098407;
18;18;;-28.3623;0.0;Zollstock;0.024536532170119956;0.02631578947368421;0.75;0.004578604062133792;
19;19;;12.6799;0.0;Rohrzange;0.0010905125408942203;0.0;0.75;0.0030090814662175735;
