;seg;badseg;meanamp_ROI;wordreps;word.y;Typefrequenz_absolut;Nachbarn_mittel_absolut;Typelaenge_Zeichen;baysur;prederr
1;1;;-82.7609;0.0;Handschuh;0.17938931297709923;0.09210526315789473;0.75;0.051878049527850335;
2;2;;-120.0439;0.0;Bluse;0.3495092693565976;0.3684210526315789;0.25;0.01889341654153723;
3;3;;-26.846;0.0;Jackett;0.15267175572519084;0.13157894736842105;0.5;0.009248757128522257;
4;4;;-8.0816;0.0;Jeans;0.10905125408942203;0.42105263157894735;0.25;0.00514198227813235;
5;5;;-33.7347;0.0;Halstuch;0.06706652126499454;0.013157894736842105;0.625;0.003033313612071772;
6;6;;28.7973;0.0;SchÃ¼rze;0.31624863685932386;0.19736842105263158;0.5;0.0018221674492780668;
7;7;;-39.5445;0.0;Pullover;0.23336968375136313;0.07894736842105263;0.625;0.0010736592637640631;
8;8;;3.4102;0.0;Kartoffel;0.2050163576881134;0.05263157894736842;0.75;0.05554803260453353;
9;9;;-13.5008;0.0;Spargel;0.1559432933478735;0.25;0.5;0.01675261413158553;
10;10;1.0;-91.6824;0.0;GrÃ¼nkohl;0.03544165757906216;0.02631578947368421;0.625;0.018470327968119822;
11;11;;153.4568;0.0;Kohlrabi;0.07742639040348964;0.02631578947368421;0.625;0.007948135196716314;
12;12;;-60.3668;0.0;MeiÃel;0.061613958560523444;0.25;0.375;0.017089690020677995;
13;13;1.0;165.0681;0.0;Schaufel;0.15976008724100327;0.05263157894736842;0.625;0.006356568445854254;
14;14;;30.4627;0.0;Spachtel;0.025081788440567066;0.039473684210526314;0.625;0.0038810095634515883;
15;15;;32.6885;0.0;SÃ¤ge;0.13140676117775354;0.5789473684210527;0.125;0.002582235558299668;
16;16;1.0;-169.8918;0.0;Amboss;0.0;0.05263157894736842;0.375;0.0017608107830447029;
17;17;1.0;-172.2473;0.0;Hammer;0.5310796074154853;0.8026315789473685;0.375;0.001195835323364028;
