;seg;badseg;meanamp_ROI;standard;wordreps;word.y;Typefrequenz_absolut;Nachbarn_mittel_absolut;Typelaenge_Zeichen;baysur;prederr
1;1;;-4.6901;223;0.0;Pullover;0.23336968375136313;0.07894736842105263;0.625;0.043986796260796365;
2;2;;-15.6596;224;0.0;Kittel;0.2677208287895311;0.6052631578947368;0.375;0.016055825559354937;
3;3;;-13.1205;224;0.0;Strumpf;0.13195201744820065;0.09210526315789473;0.5;0.007888849755741079;
4;4;;-10.7766;224;0.0;Halstuch;0.06706652126499454;0.013157894736842105;0.625;0.004411284670470793;
5;5;;-9.7065;224;0.0;Handschuh;0.17938931297709923;0.09210526315789473;0.75;0.0026256906711310153;
6;6;;-7.612;225;0.0;Jackett;0.15267175572519084;0.13157894736842105;0.5;0.0016001073941489354;
7;7;;-2.6674;222;0.0;Kohlrabi;0.07742639040348964;0.02631578947368421;0.625;0.04813128115761892;
8;8;;-5.3536;224;0.0;Tomate;0.10141766630316248;0.07894736842105263;0.375;0.013798762560724891;
9;9;;-8.3244;224;0.0;Rotkohl;0.03816793893129771;0.06578947368421052;0.5;0.009487643586721009;
10;10;;-8.5909;224;0.0;Spinat;0.15921483097055616;0.15789473684210525;0.375;0.004721795986953334;
11;11;;-0.5261;224;0.0;GrÃ¼nkohl;0.03544165757906216;0.02631578947368421;0.625;0.004358285289773505;
12;12;;-10.1488;225;0.0;Wirsing;0.025081788440567066;0.11842105263157894;0.5;0.002824940438608309;
13;13;;-6.7966;222;0.0;Esstisch;0.0005452562704471102;0.0;0.625;0.018130285235901978;
14;14;;-9.3326;224;0.0;Couch;0.1717557251908397;0.34210526315789475;0.25;0.018614832376878467;
15;15;;-0.5775;224;0.0;Sessel;1.0;0.5394736842105263;0.375;0.006714902174835377;
16;16;;4.6863;225;0.0;Schrank;0.6875681570338059;0.2894736842105263;0.5;0.0030459729396785113;
17;17;;-12.1457;222;0.0;Akazie;0.017448200654307525;0.013157894736842105;0.375;0.01926127817209014;
18;18;;4.3009;224;0.0;Platane;0.010359869138495093;0.09210526315789473;0.5;0.005761669135865795;
19;19;;5.3046;224;0.0;Eiche;0.20610687022900764;0.6842105263157895;0.25;0.0035081878435488244;
20;20;;3.9941;224;0.0;Pappel;0.04198473282442748;0.5;0.375;0.002364717209727319;
21;21;;-3.9528;224;0.0;Ahorn;0.028898582333696837;0.23684210526315788;0.25;0.0016477911447765957;
22;22;;-3.9810000000000003;225;0.0;Rotbuche;0.009269356597600873;0.039473684210526314;0.625;0.0011548179506178553;
23;23;;-4.2009;222;0.0;Backblech;0.008178844056706653;0.013157894736842105;0.75;0.047944517431296706;
24;24;;-7.2134;224;0.0;LÃ¶ffel;0.6853871319520175;0.09210526315789473;0.375;0.031216116372268846;
25;25;;-11.628;224;0.0;Teekanne;0.0321701199563795;0.05263157894736842;0.625;0.02818085727720113;
26;26;;-6.1945;224;0.0;Tortenheber;0.0059978189749182115;0.0;1.0;0.006878491745836278;
27;27;;-9.4891;224;0.0;Topf;0.520174482006543;0.5789473684210527;0.125;0.005869908600387742;
28;28;;-1.3745;224;0.0;Schneebesen;0.016902944383860415;0.013157894736842105;1.0;0.003741011775575116;
29;29;;-10.9889;224;0.0;Backform;0.0016357688113413304;0.05263157894736842;0.625;0.0016101349851741947;
30;30;;6.1526;225;0.0;Gabel;0.7382769901853872;0.881578947368421;0.25;0.002286774831158251;
31;31;;-5.3968;222;0.034482758620689655;Rotbuche;0.009269356597600873;0.039473684210526314;0.625;0.011602104449036307;
32;32;;-0.7063;224;0.0;Ulme;0.025627044711014176;0.35526315789473684;0.125;0.006803215129164722;
33;33;;4.4429;224;0.0;Fichte;0.48800436205016356;0.5657894736842105;0.375;0.0044828300757798895;
34;34;;6.3878;225;0.034482758620689655;Eiche;0.20610687022900764;0.6842105263157895;0.25;0.003119488340471359;
35;35;;-3.8228;223;0.034482758620689655;Rotkohl;0.03816793893129771;0.06578947368421052;0.5;0.02646725705003289;
36;36;;10.7643;224;0.034482758620689655;Spinat;0.15921483097055616;0.15789473684210525;0.375;0.004323504734738;
37;37;;6.0593;224;0.034482758620689655;Wirsing;0.025081788440567066;0.11842105263157894;0.5;0.0055844380604589865;
38;38;;-4.6579;224;0.0;Paprika;0.18484187568157034;0.06578947368421052;0.5;0.001881738343982661;
39;39;;-12.0363;224;0.034482758620689655;Tomate;0.10141766630316248;0.07894736842105263;0.375;0.0013179080524323991;
40;40;;-13.3599;225;0.0;Zwiebel;0.346782988004362;0.11842105263157894;0.5;0.0009217713044316282;
41;41;;-18.2593;222;0.0;FÃ¤hre;0.11559432933478735;0.4342105263157895;0.25;0.08941341980415332;
42;42;;-12.4593;224;0.0;S-Bahn;0.09814612868047982;0.17105263157894737;0.375;0.051915094456047015;
43;43;;-5.1443;224;0.0;Karren;0.27699018538713194;0.7236842105263158;0.375;0.006340945697219312;
44;44;;2.742;224;0.0;Dreirad;0.010359869138495093;0.039473684210526314;0.5;0.004154326063518536;
45;45;;24.7057;224;0.0;Kutsche;0.17829880043620502;0.4605263157894737;0.5;0.0028862415012378354;
46;46;;6.6404;224;0.0;Nachtzug;0.026717557251908396;0.05263157894736842;0.625;0.006342969917396687;
47;47;;-2.2036;225;0.0;U-Bahn;0.0916030534351145;0.15789473684210525;0.375;0.0032368013672446614;
48;48;1.0;-23.3756;222;0.0;Steppe;0.2039258451472192;0.21052631578947367;0.375;0.1928733367499732;
49;49;;4.8823;224;0.0;Gebirge;0.7050163576881134;0.14473684210526316;0.5;0.01385307757717964;
50;50;;-11.9271;224;0.0;Urwald;0.18865866957470012;0.14473684210526316;0.375;0.007373225140719625;
51;51;;-3.2828;224;0.0;Sumpf;0.2862595419847328;0.25;0.25;0.004730530820989927;
52;52;;-1.6459;225;0.0;Schlucht;0.25572519083969464;0.15789473684210525;0.625;0.0032632951142627744;
53;53;;6.6366;223;0.0;Schwein;0.5327153762268266;0.40789473684210525;0.5;0.16666858453914282;
54;54;;13.3659;224;0.0;Elefant;0.1663031624863686;0.10526315789473684;0.5;0.013353024148974017;
55;55;;-11.0333;224;0.0;BÃ¼ffel;0.0866957470010905;0.19736842105263158;0.375;0.06229776910591241;
56;56;;-6.4947;224;0.0;KÃ¤nguru;0.0;0.02631578947368421;0.5;0.004927383578176845;
57;57;;-3.5463;224;0.0;Nashorn;0.0485278080697928;0.039473684210526314;0.5;0.0034508515275602086;
58;58;;0.4547;224;0.0;Gazelle;0.025081788440567066;0.14473684210526316;0.5;0.006238567108790018;
59;59;;-5.2498;224;0.0;Maulwurf;0.1019629225736096;0.06578947368421052;0.625;0.0019129559642494368;
60;60;;1.615;225;0.0;Maultier;0.06924754634678298;0.11842105263157894;0.625;0.0013980716028162913;
61;61;;-17.2363;223;0.0;Fluss;0.0539803707742639;0.25;0.25;0.07755739254433694;
62;62;;-0.8924;224;0.034482758620689655;Sumpf;0.2862595419847328;0.25;0.25;0.009143404506356456;
63;63;;1.7589;224;0.034482758620689655;Schlucht;0.25572519083969464;0.15789473684210525;0.625;0.00595924740425112;
64;64;;0.1116;224;0.034482758620689655;Urwald;0.18865866957470012;0.14473684210526316;0.375;0.004145162528316155;
65;65;;-4.0928;225;0.034482758620689655;Steppe;0.2039258451472192;0.21052631578947367;0.375;0.002979814900197764;
66;66;;5.3011;223;0.0;Papagei;0.13249727371864775;0.09210526315789473;0.5;0.07372053461153123;
67;67;;-2.0851;224;0.0;Pelikan;0.026172300981461286;0.15789473684210525;0.5;0.0075301696970879895;
68;68;;-8.327;224;0.0;Drossel;0.022900763358778626;0.05263157894736842;0.5;0.004726725675883426;
69;69;;1.1576;224;0.0;Specht;0.10359869138495092;0.13157894736842105;0.375;0.0032782811438729965;
70;70;;1.7987;225;0.0;Schwalbe;0.08887677208287895;0.17105263157894737;0.625;0.0023556838489884814;
71;71;;-6.8837;222;0.0;Regal;0.19193020719738277;0.5263157894736842;0.25;0.06268577276784185;
72;72;;10.7116;224;0.0;Hocker;0.1183206106870229;0.5394736842105263;0.375;0.06112756326494496;
73;73;;9.2364;224;0.034482758620689655;Esstisch;0.0005452562704471102;0.0;0.625;0.005302247844482475;
74;74;;-12.1697;224;0.034482758620689655;Couch;0.1717557251908397;0.34210526315789475;0.25;0.006809925419734793;
75;75;;-5.8318;224;0.0;Kommode;0.1826608505997819;0.11842105263157894;0.5;0.0026147216735420372;
76;76;;7.4161;224;0.034482758620689655;Schrank;0.6875681570338059;0.2894736842105263;0.5;0.0018881828705428452;
77;77;;-3.7321;225;0.034482758620689655;Sessel;1.0;0.5394736842105263;0.375;0.0034697182698852948;
78;78;;-10.9451;222;0.0;Strand;0.5354416575790621;0.15789473684210525;0.375;0.018084865310220417;
79;79;;-5.2379;224;0.06896551724137931;Steppe;0.2039258451472192;0.21052631578947367;0.375;0.008369857334926114;
80;80;;0.3599;224;0.034482758620689655;Gebirge;0.7050163576881134;0.14473684210526316;0.5;0.0051190395894482685;
81;81;;-11.4186;225;0.06896551724137931;Schlucht;0.25572519083969464;0.15789473684210525;0.625;0.0034479373033708773;
82;82;;-7.4576;223;0.06896551724137931;Eiche;0.20610687022900764;0.6842105263157895;0.25;0.0739494620936124;
83;83;;5.5524;224;0.0;Esche;0.05343511450381679;0.6052631578947368;0.25;0.010317251694979927;
84;84;;-1.6823;224;0.034482758620689655;Akazie;0.017448200654307525;0.013157894736842105;0.375;0.0058732296907929755;
85;85;;-13.7321;224;0.06896551724137931;Rotbuche;0.009269356597600873;0.039473684210526314;0.625;0.0038803290688532175;
86;86;;-3.4259;225;0.0;Zypresse;0.009269356597600873;0.039473684210526314;0.625;0.002714832417293268;
87;87;;-4.2946;222;0.0;Bohrer;0.07470010905125408;0.2631578947368421;0.375;0.0947637347307657;
88;88;;-4.2866;224;0.0;Schaufel;0.15976008724100327;0.05263157894736842;0.625;0.006125014537138953;
89;89;;7.3603;224;0.0;SÃ¤ge;0.13140676117775354;0.5789473684210527;0.125;0.003658624459253903;
90;90;;-1.6238;224;0.0;Hammer;0.5310796074154853;0.8026315789473685;0.375;0.00246267641457735;
91;91;;-8.5112;224;0.0;Rohrzange;0.0010905125408942203;0.0;0.75;0.001724629037758967;
92;92;;-4.183;224;0.0;Zollstock;0.024536532170119956;0.02631578947368421;0.75;0.001219382641594327;
93;93;;6.619;224;0.0;MeiÃel;0.061613958560523444;0.25;0.375;0.000853391635502819;
94;94;;-14.9825;225;0.0;Amboss;0.0;0.05263157894736842;0.375;0.0005789683841950796;
95;95;;2.1047;223;0.034482758620689655;Regal;0.19193020719738277;0.5263157894736842;0.25;0.008025533274992561;
96;96;;5.191;224;0.034482758620689655;Kommode;0.1826608505997819;0.11842105263157894;0.5;0.0029549967160835784;
97;97;;-3.1978;224;0.0;Lehnstuhl;0.17393675027262814;0.05263157894736842;0.75;0.014383140151182318;
98;98;;-9.2891;224;0.06896551724137931;Sessel;1.0;0.5394736842105263;0.375;0.0036243015206611625;
99;99;;1.315;224;0.06896551724137931;Couch;0.1717557251908397;0.34210526315789475;0.25;0.001996529332426766;
100;100;;-4.162;224;0.0;Truhe;0.1728462377317339;0.27631578947368424;0.25;0.0006887744176784043;
101;101;;7.0983;224;0.06896551724137931;Esstisch;0.0005452562704471102;0.0;0.625;0.0004379879410657978;
102;102;;-7.4397;225;0.0;Ehebett;0.04525627044711014;0.05263157894736842;0.5;0.0002517576061799393;
103;103;;-1.8167;223;0.0;Spachtel;0.025081788440567066;0.039473684210526314;0.625;0.00291145145649878;
104;104;;-1.8436;224;0.034482758620689655;Bohrer;0.07470010905125408;0.2631578947368421;0.375;0.0016455799312409777;
105;105;;-13.370999999999999;224;0.034482758620689655;Hammer;0.5310796074154853;0.8026315789473685;0.375;0.0010080319866111753;
106;106;;9.562000000000001;224;0.034482758620689655;MeiÃel;0.061613958560523444;0.25;0.375;0.0006238512849255581;
107;107;;3.23;224;0.034482758620689655;Amboss;0.0;0.05263157894736842;0.375;0.00036864833436709945;
108;108;;-9.0414;225;0.034482758620689655;Zollstock;0.024536532170119956;0.02631578947368421;0.75;0.00018861752321932992;
109;109;;-4.2115;222;0.034482758620689655;Maultier;0.06924754634678298;0.11842105263157894;0.625;0.12192534394962974;
110;110;;9.3965;224;0.034482758620689655;KÃ¤nguru;0.0;0.02631578947368421;0.5;0.016379586860329535;
111;111;;6.2085;224;0.034482758620689655;Gazelle;0.025081788440567066;0.14473684210526316;0.5;0.057547556213940164;
112;112;;2.1342;224;0.034482758620689655;Schwein;0.5327153762268266;0.40789473684210525;0.5;0.0052884565398270515;
113;113;;11.1912;224;0.0;Giraffe;0.025627044711014176;0.06578947368421052;0.5;0.0068342886680520755;
114;114;;2.0499;224;0.034482758620689655;Nashorn;0.0485278080697928;0.039473684210526314;0.5;0.002630873117180951;
115;115;;5.2426;225;0.034482758620689655;Maulwurf;0.1019629225736096;0.06578947368421052;0.625;0.0018956541866198516;
116;116;;-1.1791;223;0.0;Kartoffel;0.2050163576881134;0.05263157894736842;0.75;0.08916987060456774;
117;117;;3.635;224;0.06896551724137931;Spinat;0.15921483097055616;0.15789473684210525;0.375;0.007909664244145163;
118;118;;-8.2036;224;0.06896551724137931;Rotkohl;0.03816793893129771;0.06578947368421052;0.5;0.08317723333713377;
119;119;;8.1339;224;0.0;Spargel;0.1559432933478735;0.25;0.5;0.0029512027355066846;
120;120;;-16.1768;224;0.06896551724137931;Tomate;0.10141766630316248;0.07894736842105263;0.375;0.00204581735265192;
