;seg;badseg;meanamp_ROI;standard;wordreps;word.y;Typefrequenz_absolut;Nachbarn_mittel_absolut;Typelaenge_Zeichen;baysur;prederr
1;1;;2.7247;223;0.0;MeiÃel;0.061613958560523444;0.25;0.375;0.05530172387905904;
2;2;;-16.1494;224;0.0;Schaufel;0.15976008724100327;0.05263157894736842;0.625;0.02025660628155233;
3;3;;-8.2722;224;0.0;Bohrer;0.07470010905125408;0.2631578947368421;0.375;0.010009464121223863;
4;4;;-18.2368;225;0.0;Amboss;0.0;0.05263157894736842;0.375;0.005646147190029946;
5;5;;-8.6992;222;0.0;Rotbuche;0.009269356597600873;0.039473684210526314;0.625;0.03680297521621904;
6;6;;-12.4008;224;0.0;Eiche;0.20610687022900764;0.6842105263157895;0.25;0.013710968492507232;
7;7;;-2.2003;224;0.0;Pappel;0.04198473282442748;0.5;0.375;0.007481129903185216;
8;8;;-17.7252;224;0.0;Platane;0.010359869138495093;0.09210526315789473;0.5;0.004627082713914519;
9;9;;-18.4957;224;0.0;Fichte;0.48800436205016356;0.5657894736842105;0.375;0.0030298862861056174;
10;10;;-9.4641;224;0.0;Akazie;0.017448200654307525;0.013157894736842105;0.375;0.0020357824680038578;
11;11;;-12.7299;225;0.0;Esche;0.05343511450381679;0.6052631578947368;0.25;0.0013751719282299134;
12;12;;-8.3831;222;0.0;Tasse;0.7464558342420938;1.0;0.25;0.050174743398020784;
13;13;;-1.6577;224;0.0;Topf;0.520174482006543;0.5789473684210527;0.125;0.015773276190910665;
14;14;;19.1258;224;0.0;Kuchenform;0.003816793893129771;0.02631578947368421;0.875;0.007658582809381973;
15;15;;-5.7017;224;0.0;Gabel;0.7382769901853872;0.881578947368421;0.25;0.020846924567606145;
16;16;;-10.6466;224;0.0;Backform;0.0016357688113413304;0.05263157894736842;0.625;0.0035779197843906017;
17;17;;-16.8674;224;0.0;Schneebesen;0.016902944383860415;0.013157894736842105;1.0;0.006177434676099375;
18;18;;-15.8213;224;0.0;LÃ¶ffel;0.6853871319520175;0.09210526315789473;0.375;0.0035625429129259264;
19;19;;-3.4181;225;0.0;Teekanne;0.0321701199563795;0.05263157894736842;0.625;0.005323972426086395;
20;20;;-16.2051;222;0.0;Sperling;0.14122137404580154;0.17105263157894737;0.625;0.0770201444618057;
21;21;;8.4566;224;0.0;Pelikan;0.026172300981461286;0.15789473684210525;0.5;0.01672696724216146;
22;22;;0.9298;224;0.0;Drossel;0.022900763358778626;0.05263157894736842;0.5;0.009455896587909607;
