;seg;badseg;meanamp_ROI;wordreps;word.y;Typefrequenz_absolut;Nachbarn_mittel_absolut;Typelaenge_Zeichen;baysur;prederr
1;1;;-0.7092;0.0;Motorrad;0.17938931297709923;0.10526315789473684;0.625;0.05634752512574752;
2;2;;13.5287;0.0;Nachtzug;0.026717557251908396;0.05263157894736842;0.625;0.022989357380985613;
3;3;;11.6655;0.0;U-Bahn;0.0916030534351145;0.15789473684210525;0.375;0.010971632902488667;
4;4;;-2.2687;0.0;Automobil;0.30861504907306436;0.09210526315789473;0.75;0.007495604200793104;
5;5;;14.0019;0.0;Fahrrad;0.38386041439476554;0.05263157894736842;0.5;0.004284612352464412;
6;6;;0.1269;0.0;Dreirad;0.010359869138495093;0.039473684210526314;0.5;0.0026079350903826055;
7;7;;-3.1408;0.0;Karren;0.27699018538713194;0.7236842105263158;0.375;0.0016135419102777967;
8;8;;14.1612;0.0;Tomate;0.10141766630316248;0.07894736842105263;0.375;0.060557319188358494;
9;9;;6.0956;0.0;GrÃ¼nkohl;0.03544165757906216;0.02631578947368421;0.625;0.02794276990093286;
10;10;;-3.3767;0.0;Spinat;0.15921483097055616;0.15789473684210525;0.375;0.00989440806356058;
11;11;;-0.4558;0.0;Paprika;0.18484187568157034;0.06578947368421052;0.5;0.006125783661653278;
12;12;;12.8366;0.0;Kohlrabi;0.07742639040348964;0.02631578947368421;0.625;0.007761821333999767;
13;13;;2.1943;0.0;Rotkohl;0.03816793893129771;0.06578947368421052;0.5;0.004511541565069356;
14;14;;8.7807;0.0;Wirsing;0.025081788440567066;0.11842105263157894;0.5;0.0029723665132589897;
15;15;;8.2128;0.0;Kartoffel;0.2050163576881134;0.05263157894736842;0.75;0.001970717502515051;
16;16;;1.7526;0.0;Storch;0.12104689203925845;0.18421052631578946;0.375;0.05766663493759889;
17;17;;12.8098;0.0;Elster;0.09378407851690294;0.3684210526315789;0.375;0.013178716947826232;
18;18;;12.2933;0.0;Pinguin;0.010905125408942203;0.06578947368421052;0.5;0.00717598863722607;
19;19;;8.2883;0.0;Sperling;0.14122137404580154;0.17105263157894737;0.625;0.004587254217218575;
20;20;;-7.9963;0.0;Schwalbe;0.08887677208287895;0.17105263157894737;0.625;0.0031261507414099207;
21;21;;-7.3571;0.0;Papagei;0.13249727371864775;0.09210526315789473;0.5;0.00218989714062217;
22;22;;10.3797;0.0;Kommode;0.1826608505997819;0.11842105263157894;0.5;0.04560721002438822;
23;23;;-7.4948;0.0;Hocker;0.1183206106870229;0.5394736842105263;0.375;0.03902417770874876;
24;24;;1.2171;0.0;Couch;0.1717557251908397;0.34210526315789475;0.25;0.010892369117662509;
