;seg;badseg;meanamp_ROI;wordreps;word.y;Typefrequenz_absolut;Nachbarn_mittel_absolut;Typelaenge_Zeichen;baysur;prederr
1;1;;63.3643;0.0;Backblech;0.008178844056706653;0.013157894736842105;0.75;0.03758468963671296;
2;2;;57.8656;0.0;Tasse;0.7464558342420938;1.0;0.25;0.015366446761282765;
3;3;;42.8225;0.0;Backform;0.0016357688113413304;0.05263157894736842;0.625;0.007502551527833253;
4;4;;19.3377;0.0;Gabel;0.7382769901853872;0.881578947368421;0.25;0.007332393161846108;
5;5;;26.0966;0.0;Schneebesen;0.016902944383860415;0.013157894736842105;1.0;0.0036438002336352878;
6;6;1.0;-167.0855;0.0;Kuchenform;0.003816793893129771;0.02631578947368421;0.875;0.002130825646608157;
7;7;;-0.7969;0.0;Tortenheber;0.0059978189749182115;0.0;1.0;0.0018560440323314924;
8;8;1.0;-142.5324;0.0;LÃ¶ffel;0.6853871319520175;0.09210526315789473;0.375;0.0011318969952556009;
9;9;;105.2316;0.0;Storch;0.12104689203925845;0.18421052631578946;0.375;0.05178963983137685;
10;10;;37.5412;0.0;Specht;0.10359869138495092;0.13157894736842105;0.375;0.015047558786262794;
11;11;;15.2797;0.0;Elster;0.09378407851690294;0.3684210526315789;0.375;0.007962516808082264;
12;12;;-0.2187;0.0;Schwalbe;0.08887677208287895;0.17105263157894737;0.625;0.004967738270238128;
13;13;;19.8738;0.0;Schlucht;0.25572519083969464;0.15789473684210525;0.625;0.04092551039219349;
14;14;1.0;-143.5235;0.0;Lagune;0.07906215921483097;0.09210526315789473;0.375;0.021072589126963217;
15;15;;-15.4538;0.0;Steppe;0.2039258451472192;0.21052631578947367;0.375;0.0063499279198295615;
16;16;;-18.1475;0.0;Savanne;0.020719738276990186;0.06578947368421052;0.5;0.004178475479089042;
17;17;;50.5752;0.0;Gebirge;0.7050163576881134;0.14473684210526316;0.5;0.002922926255708827;
18;18;;28.8212;0.0;Sumpf;0.2862595419847328;0.25;0.25;0.002105087515595195;
19;19;;29.9248;0.0;Strand;0.5354416575790621;0.15789473684210525;0.375;0.0015351299427056725;
20;20;;29.1151;0.0;Kohlrabi;0.07742639040348964;0.02631578947368421;0.625;0.05288934414942167;
21;21;1.0;57.0323;0.0;Wirsing;0.025081788440567066;0.11842105263157894;0.5;0.011692708235589459;
22;22;1.0;-474.8032;0.0;Kartoffel;0.2050163576881134;0.05263157894736842;0.75;0.005650642781858379;
23;23;;61.5081;0.0;Spinat;0.15921483097055616;0.15789473684210525;0.375;0.003792777832456631;
24;24;;83.6116;0.0;GrÃ¼nkohl;0.03544165757906216;0.02631578947368421;0.625;0.004274882588913578;
25;25;;40.9939;0.0;Spargel;0.1559432933478735;0.25;0.5;0.0020674444747627555;
26;26;;19.6945;0.0;Rotbuche;0.009269356597600873;0.039473684210526314;0.625;0.02211016926180434;
27;27;;5.8784;0.0;Esche;0.05343511450381679;0.6052631578947368;0.25;0.0037668547813072342;
28;28;;19.2926;0.0;Eiche;0.20610687022900764;0.6842105263157895;0.25;0.0021982002843107993;
29;29;;32.4914;0.0;Akazie;0.017448200654307525;0.013157894736842105;0.375;0.001469164504281736;
30;30;;-144.1219;0.0;Ulme;0.025627044711014176;0.35526315789473684;0.125;0.001022865420172575;
31;31;;22.0967;0.0;Ahorn;0.028898582333696837;0.23684210526315788;0.25;0.0007167452128353667;
32;32;;-6.0548;0.0;Paprika;0.18484187568157034;0.06578947368421052;0.5;0.00206049485797426;
33;33;;6.3019;0.0;Tomate;0.10141766630316248;0.07894736842105263;0.375;0.0012780113428311696;
34;34;;-10.3199;0.0;Zwiebel;0.346782988004362;0.11842105263157894;0.5;0.0008400612508363318;
35;35;;-37.429;0.034482758620689655;Kohlrabi;0.07742639040348964;0.02631578947368421;0.625;0.0050877048440990825;
36;36;;22.1603;0.034482758620689655;Kartoffel;0.2050163576881134;0.05263157894736842;0.75;0.0004384214436904341;
37;37;;4.779;0.034482758620689655;Steppe;0.2039258451472192;0.21052631578947367;0.375;0.037576004390316387;
38;38;;-25.7667;0.0;Salzsee;0.012540894220283533;0.02631578947368421;0.5;0.030586479255723307;
39;39;;-2.6297;0.034482758620689655;Strand;0.5354416575790621;0.15789473684210525;0.375;0.007254949287414682;
40;40;;-3.3511;0.034482758620689655;Sumpf;0.2862595419847328;0.25;0.25;0.004717913762659869;
41;41;1.0;-160.2025;0.0;Elefant;0.1663031624863686;0.10526315789473684;0.5;0.06810411195967833;
42;42;;43.6918;0.0;Maultier;0.06924754634678298;0.11842105263157894;0.625;0.009208677428284358;
43;43;;10.8018;0.0;Giraffe;0.025627044711014176;0.06578947368421052;0.5;0.040846727187198895;
44;44;;9.8691;0.0;Schwein;0.5327153762268266;0.40789473684210525;0.5;0.0034483499339866782;
45;45;;-2.845;0.034482758620689655;Savanne;0.020719738276990186;0.06578947368421052;0.5;0.008236769089495184;
46;46;;6.8776;0.0;Urwald;0.18865866957470012;0.14473684210526316;0.375;0.005260216728846986;
47;47;;-8.927;0.034482758620689655;Gebirge;0.7050163576881134;0.14473684210526316;0.5;0.0036409272693314347;
48;48;;9.4288;0.034482758620689655;Lagune;0.07906215921483097;0.09210526315789473;0.375;0.009621879234210193;
49;49;;-11.5371;0.06896551724137931;Strand;0.5354416575790621;0.15789473684210525;0.375;0.0019961715022407058;
50;50;;5.1889;0.034482758620689655;Salzsee;0.012540894220283533;0.02631578947368421;0.5;0.0037277709487909746;
51;51;;-0.6411;0.06896551724137931;Sumpf;0.2862595419847328;0.25;0.25;0.0011983922263595489;
52;52;;-5.8397;0.034482758620689655;Schlucht;0.25572519083969464;0.15789473684210525;0.625;0.0008865250428759108;
53;53;;10.4443;0.0;Bohrer;0.07470010905125408;0.2631578947368421;0.375;0.0784236777320332;
54;54;;-38.7893;0.0;Rohrzange;0.0010905125408942203;0.0;0.75;0.008473238269394997;
55;55;;24.2187;0.0;Spachtel;0.025081788440567066;0.039473684210526314;0.625;0.004810203482730432;
56;56;;7.5998;0.0;SÃ¤ge;0.13140676117775354;0.5789473684210527;0.125;0.003171257650393234;
57;57;;3.0528;0.0;Truhe;0.1728462377317339;0.27631578947368424;0.25;0.050680628358861314;
58;58;;27.5722;0.0;Regal;0.19193020719738277;0.5263157894736842;0.25;0.003914754270251881;
59;59;;-2.3232;0.0;Lehnstuhl;0.17393675027262814;0.05263157894736842;0.75;0.052772691233869476;
60;60;;21.2914;0.0;Kommode;0.1826608505997819;0.11842105263157894;0.5;0.0015917890718554642;
61;61;;-5.5719;0.0;Schrank;0.6875681570338059;0.2894736842105263;0.5;0.0011204183466254189;
62;62;;-7.6611;0.0;Hocker;0.1183206106870229;0.5394736842105263;0.375;0.003993785286095642;
63;63;;2.3393;0.0;Sessel;1.0;0.5394736842105263;0.375;0.0019535499496075247;
64;64;;45.8471;0.0;Ehebett;0.04525627044711014;0.05263157894736842;0.5;0.0005649514556642451;
65;65;;-10.9578;0.06896551724137931;Salzsee;0.012540894220283533;0.02631578947368421;0.5;0.021219645621039552;
66;66;;-1.3905;0.06896551724137931;Gebirge;0.7050163576881134;0.14473684210526316;0.5;0.006822904493399136;
67;67;;-0.4577;0.10344827586206896;Sumpf;0.2862595419847328;0.25;0.25;0.004233594386382537;
68;68;;-15.7309;0.06896551724137931;Steppe;0.2039258451472192;0.21052631578947367;0.375;0.0028696757114487796;
69;69;;-27.256999999999998;0.0;Kuckuck;0.13685932388222466;0.07894736842105263;0.5;0.08851371807038312;
70;70;;-27.0092;0.0;Pinguin;0.010905125408942203;0.06578947368421052;0.5;0.012956541707300234;
71;71;;16.7671;0.034482758620689655;Schwalbe;0.08887677208287895;0.17105263157894737;0.625;0.007004151512517316;
72;72;;3.011;0.0;Drossel;0.022900763358778626;0.05263157894736842;0.5;0.004539071597884998;
73;73;;-22.4557;0.034482758620689655;Storch;0.12104689203925845;0.18421052631578946;0.375;0.003167760483188796;
74;74;;2.6291;0.034482758620689655;Specht;0.10359869138495092;0.13157894736842105;0.375;0.0022920105560187277;
75;75;;-106.1385;0.0;Sperling;0.14122137404580154;0.17105263157894737;0.625;0.001687181861848223;
76;76;;24.0587;0.0;Pelikan;0.026172300981461286;0.15789473684210525;0.5;0.0012484412726540153;
77;77;;11.2048;0.0;Maulwurf;0.1019629225736096;0.06578947368421052;0.625;0.02120964522089317;
78;78;;-14.6367;0.0;BÃ¼ffel;0.0866957470010905;0.19736842105263158;0.375;0.031913594176564454;
79;79;;2.8892;0.034482758620689655;Schwein;0.5327153762268266;0.40789473684210525;0.5;0.00207451238412163;
80;80;;-6.0524;0.034482758620689655;Maultier;0.06924754634678298;0.11842105263157894;0.625;0.0013640997886825395;
81;81;;1.5495;0.06896551724137931;Savanne;0.020719738276990186;0.06578947368421052;0.5;0.023951569568318135;
82;82;;2.4167;0.13793103448275862;Sumpf;0.2862595419847328;0.25;0.25;0.010833897539970523;
83;83;;-16.2929;0.10344827586206896;Gebirge;0.7050163576881134;0.14473684210526316;0.5;0.006564439673695981;
84;84;;-8.0106;0.10344827586206896;Steppe;0.2039258451472192;0.21052631578947367;0.375;0.004423888376795079;
85;85;;-3.88;0.034482758620689655;Urwald;0.18865866957470012;0.14473684210526316;0.375;0.0031417830719479897;
86;86;;-4.7777;0.0;Panther;0.11504907306434024;0.2894736842105263;0.5;0.006287758515705679;
87;87;;6.3361;0.034482758620689655;Maulwurf;0.1019629225736096;0.06578947368421052;0.625;0.004209772444455151;
88;88;;-15.1002;0.034482758620689655;Giraffe;0.025627044711014176;0.06578947368421052;0.5;0.010097972952505032;
89;89;;6.5857;0.0;Nashorn;0.0485278080697928;0.039473684210526314;0.5;0.002250089585934351;
90;90;;3.0532;0.06896551724137931;Schwein;0.5327153762268266;0.40789473684210525;0.5;0.0016697311037627413;
91;91;;2.4659999999999997;0.0;KÃ¤nguru;0.0;0.02631578947368421;0.5;0.0012427963714488667;
92;92;;6.5046;0.034482758620689655;Akazie;0.017448200654307525;0.013157894736842105;0.375;0.08354220605760393;
93;93;;16.6412;0.034482758620689655;Ulme;0.025627044711014176;0.35526315789473684;0.125;0.007396621394712385;
94;94;;4.4658;0.0;Pappel;0.04198473282442748;0.5;0.375;0.004152841597843425;
95;95;;4.5334;0.0;Platane;0.010359869138495093;0.09210526315789473;0.5;0.002731922260742528;
96;96;;-5.1822;0.034482758620689655;Eiche;0.20610687022900764;0.6842105263157895;0.25;0.0019086050756115028;
97;97;;-55.5377;0.0;Fichte;0.48800436205016356;0.5657894736842105;0.375;0.0013682517276220856;
98;98;;37.205999999999996;0.034482758620689655;Ahorn;0.028898582333696837;0.23684210526315788;0.25;0.0009881466617842295;
99;99;;8.5359;0.034482758620689655;Esche;0.05343511450381679;0.6052631578947368;0.25;0.000709015367184866;
100;100;;-18.5832;0.06896551724137931;Maulwurf;0.1019629225736096;0.06578947368421052;0.625;0.006336300129700172;
101;101;;11.9831;0.10344827586206896;Schwein;0.5327153762268266;0.40789473684210525;0.5;0.0037750527457511263;
102;102;;5.1477;0.06896551724137931;Maultier;0.06924754634678298;0.11842105263157894;0.625;0.002497657123366886;
103;103;1.0;-219.6744;0.034482758620689655;BÃ¼ffel;0.0866957470010905;0.19736842105263158;0.375;0.011501060515490396;
104;104;;67.2771;0.034482758620689655;Nashorn;0.0485278080697928;0.039473684210526314;0.5;0.0012952258265247394;
105;105;;38.8302;0.034482758620689655;Elefant;0.1663031624863686;0.10526315789473684;0.5;0.0009317518858853879;
106;106;;9.0069;0.06896551724137931;Giraffe;0.025627044711014176;0.06578947368421052;0.5;0.0035201418096987495;
107;107;;10.8385;0.0;Gazelle;0.025081788440567066;0.14473684210526316;0.5;0.0017730718060999292;
108;108;;-14.8171;0.10344827586206896;Savanne;0.020719738276990186;0.06578947368421052;0.5;0.06225916050176107;
109;109;;7.1488;0.06896551724137931;Urwald;0.18865866957470012;0.14473684210526316;0.375;0.015434552739082239;
110;110;;43.1666;0.06896551724137931;Schlucht;0.25572519083969464;0.15789473684210525;0.625;0.00841838093673314;
111;111;;6.2404;0.06896551724137931;Lagune;0.07906215921483097;0.09210526315789473;0.375;0.04280084103384756;
112;112;;-21.753;0.034482758620689655;Backblech;0.008178844056706653;0.013157894736842105;0.75;0.19627026522734084;
113;113;;-5.4849;0.034482758620689655;Backform;0.0016357688113413304;0.05263157894736842;0.625;0.009716046016751712;
114;114;;-5.0005;0.034482758620689655;Tasse;0.7464558342420938;1.0;0.25;0.10147884040976837;
115;115;;-10.8916;0.034482758620689655;LÃ¶ffel;0.6853871319520175;0.09210526315789473;0.375;0.09107333097820634;
116;116;;9.1808;0.034482758620689655;Gabel;0.7382769901853872;0.881578947368421;0.25;0.0050368401342609295;
117;117;;6.3479;0.0;Fluss;0.0539803707742639;0.25;0.25;0.012607392954259337;
118;118;;-27.4918;0.10344827586206896;Salzsee;0.012540894220283533;0.02631578947368421;0.5;0.006608986417002832;
119;119;;-0.6224;0.10344827586206896;Lagune;0.07906215921483097;0.09210526315789473;0.375;0.0043285612434412245;
120;120;;17.1394;0.13793103448275862;Gebirge;0.7050163576881134;0.14473684210526316;0.5;0.002695972293256643;
121;121;;-6.062;0.10344827586206896;Strand;0.5354416575790621;0.15789473684210525;0.375;0.001983501501960065;
122;122;;-3.3352;0.034482758620689655;Schrank;0.6875681570338059;0.2894736842105263;0.5;0.04428077546904159;
123;123;1.0;-169.7143;0.034482758620689655;Lehnstuhl;0.17393675027262814;0.05263157894736842;0.75;0.051516701995283506;
124;124;;56.0231;0.034482758620689655;Hocker;0.1183206106870229;0.5394736842105263;0.375;0.0058124963086076484;
125;125;;2.8207;0.034482758620689655;Truhe;0.1728462377317339;0.27631578947368424;0.25;0.0024575770531779836;
126;126;;-2.2895;0.0;Esstisch;0.0005452562704471102;0.0;0.625;0.0017684719574321479;
127;127;;5.4498;0.0;Zollstock;0.024536532170119956;0.02631578947368421;0.75;0.05574163854035631;
128;128;;7.4247;0.0;Schaufel;0.15976008724100327;0.05263157894736842;0.625;0.003444142607382059;
129;129;;-6.6451;0.034482758620689655;Spachtel;0.025081788440567066;0.039473684210526314;0.625;0.0019413485410896118;
130;130;;-17.22;0.034482758620689655;SÃ¤ge;0.13140676117775354;0.5789473684210527;0.125;0.0012720314043000508;
131;131;;6.4393;0.0;Axt;0.1941112322791712;0.5921052631578947;0.0;0.0008708431248617787;
132;132;;-7.421;0.0;Zypresse;0.009269356597600873;0.039473684210526314;0.625;0.05359674739026248;
133;133;;-17.7678;0.06896551724137931;Ahorn;0.028898582333696837;0.23684210526315788;0.25;0.010364524886838802;
134;134;;-3.4739;0.06896551724137931;Ulme;0.025627044711014176;0.35526315789473684;0.125;0.005530722068086213;
135;135;;-12.2057;0.034482758620689655;Pappel;0.04198473282442748;0.5;0.375;0.003526348231808136;
136;136;;-11.2713;0.034482758620689655;Fichte;0.48800436205016356;0.5657894736842105;0.375;0.0024211759324270572;
137;137;;-16.9693;0.034482758620689655;Pelikan;0.026172300981461286;0.15789473684210525;0.5;0.07196136624526912;
138;138;;-13.7185;0.034482758620689655;Drossel;0.022900763358778626;0.05263157894736842;0.5;0.008412503329326292;
139;139;;5.7917;0.034482758620689655;Pinguin;0.010905125408942203;0.06578947368421052;0.5;0.004557739917325778;
140;140;;-0.3004;0.06896551724137931;Specht;0.10359869138495092;0.13157894736842105;0.375;0.002954146877195303;
141;141;;-2.7792;0.06896551724137931;Schwalbe;0.08887677208287895;0.17105263157894737;0.625;0.002051468580192098;
142;142;;18.1386;0.034482758620689655;Kuckuck;0.13685932388222466;0.07894736842105263;0.5;0.001468481520778912;
143;143;;4.5149;0.06896551724137931;Storch;0.12104689203925845;0.18421052631578946;0.375;0.0010621497122117933;
144;144;;-9.4191;0.0;Papagei;0.13249727371864775;0.09210526315789473;0.5;0.0007653579290250928;
145;145;;-0.9286;0.0;Jeans;0.10905125408942203;0.42105263157894735;0.25;0.2705828886878877;
146;146;;-3.9389999999999996;0.0;Jackett;0.15267175572519084;0.13157894736842105;0.5;0.010474003033035797;
147;147;;-19.6074;0.0;Pullover;0.23336968375136313;0.07894736842105263;0.625;0.005983681264912013;
148;148;;-12.9329;0.0;SchÃ¼rze;0.31624863685932386;0.19736842105263158;0.5;0.003953180125437167;
149;149;;-10.1458;0.0;Handschuh;0.17938931297709923;0.09210526315789473;0.75;0.002777371135176419;
150;150;;-0.8564;0.0;Kopftuch;0.14285714285714285;0.02631578947368421;0.625;0.0020119848432434886;
151;151;;-37.2899;0.0;Strumpf;0.13195201744820065;0.09210526315789473;0.5;0.0014783701842068433;
152;152;;7.7235;0.06896551724137931;Hocker;0.1183206106870229;0.5394736842105263;0.375;0.033087018330683074;
153;153;;-2.8246;0.0;Couch;0.1717557251908397;0.34210526315789475;0.25;0.006180456044878132;
154;154;;-0.7476;0.034482758620689655;Esstisch;0.0005452562704471102;0.0;0.625;0.002394318880750703;
155;155;;-16.2261;0.034482758620689655;Kommode;0.1826608505997819;0.11842105263157894;0.5;0.0016202099520431022;
156;156;;-17.1161;0.06896551724137931;Truhe;0.1728462377317339;0.27631578947368424;0.25;0.0011399666830312065;
157;157;;9.5536;0.034482758620689655;Ehebett;0.04525627044711014;0.05263157894736842;0.5;0.0008091113903054368;
158;158;;-4.6774;0.034482758620689655;Schaufel;0.15976008724100327;0.05263157894736842;0.625;0.014295304146267479;
159;159;;19.182000000000002;0.034482758620689655;Rohrzange;0.0010905125408942203;0.0;0.75;0.0029112562512236856;
160;160;;3.0594;0.034482758620689655;Axt;0.1941112322791712;0.5921052631578947;0.0;0.001583126545888158;
161;161;;12.5052;0.06896551724137931;Spachtel;0.025081788440567066;0.039473684210526314;0.625;0.0009979499489251732;
162;162;;-10.3005;0.0;Hammer;0.5310796074154853;0.8026315789473685;0.375;0.000655665988954893;
163;163;;5.5403;0.034482758620689655;Rotbuche;0.009269356597600873;0.039473684210526314;0.625;0.042683224789044134;
164;164;;-2.2911;0.034482758620689655;Zypresse;0.009269356597600873;0.039473684210526314;0.625;0.010175616789831065;
165;165;;-12.5422;0.06896551724137931;Esche;0.05343511450381679;0.6052631578947368;0.25;0.005480992345554877;
166;166;;-2.2389;0.06896551724137931;Eiche;0.20610687022900764;0.6842105263157895;0.25;0.0034954537051864842;
167;167;;-9.8055;0.06896551724137931;Akazie;0.017448200654307525;0.013157894736842105;0.375;0.002397397477968288;
168;168;;-6.879;0.034482758620689655;Platane;0.010359869138495093;0.09210526315789473;0.5;0.0017040547796583032;
169;169;;3.7710000000000004;0.06896551724137931;Pappel;0.04198473282442748;0.5;0.375;0.0012306240498965624;
170;170;;0.2646;0.10344827586206896;Ulme;0.025627044711014176;0.35526315789473684;0.125;0.0008905780036642009;
171;171;;-10.69;0.1724137931034483;Sumpf;0.2862595419847328;0.25;0.25;0.13585202666739074;
172;172;;6.4628;0.13793103448275862;Steppe;0.2039258451472192;0.21052631578947367;0.375;0.012357756165827696;
173;173;;-5.8232;0.10344827586206896;Urwald;0.18865866957470012;0.14473684210526316;0.375;0.006638837644597721;
174;174;;-6.187;0.13793103448275862;Strand;0.5354416575790621;0.15789473684210525;0.375;0.004284607476475323;
175;175;;-19.2273;0.1724137931034483;Gebirge;0.7050163576881134;0.14473684210526316;0.5;0.0029774025431026146;
176;176;;-11.2811;0.13793103448275862;Savanne;0.020719738276990186;0.06578947368421052;0.5;0.002145236874034278;
177;177;;-7.9405;0.10344827586206896;Schlucht;0.25572519083969464;0.15789473684210525;0.625;0.0015726398731095285;
178;178;;5.1228;0.034482758620689655;Fluss;0.0539803707742639;0.25;0.25;0.0450975309281789;
179;179;;-3.7562;0.10344827586206896;Maultier;0.06924754634678298;0.11842105263157894;0.625;0.09640781135955848;
180;180;;-14.2887;0.034482758620689655;Panther;0.11504907306434024;0.2894736842105263;0.5;0.011536570020226997;
181;181;;10.7164;0.034482758620689655;KÃ¤nguru;0.0;0.02631578947368421;0.5;0.006550842863929089;
182;182;;-21.608;0.10344827586206896;Giraffe;0.025627044711014176;0.06578947368421052;0.5;0.06402768116771398;
183;183;;-24.6971;0.06896551724137931;BÃ¼ffel;0.0866957470010905;0.19736842105263158;0.375;0.005498923157701588;
184;184;;-0.2858;0.13793103448275862;Schwein;0.5327153762268266;0.40789473684210525;0.5;0.002367860666957344;
185;185;;-4.9856;0.034482758620689655;Gazelle;0.025081788440567066;0.14473684210526316;0.5;0.0031094137330582063;
186;186;;-1.4456;0.06896551724137931;Elefant;0.1663031624863686;0.10526315789473684;0.5;0.0014250005562889854;
187;187;;-29.5047;0.034482758620689655;GrÃ¼nkohl;0.03544165757906216;0.02631578947368421;0.625;0.2687158870238601;
188;188;;-6.4899;0.034482758620689655;Paprika;0.18484187568157034;0.06578947368421052;0.5;0.006535691246926055;
189;189;;17.2098;0.06896551724137931;Kohlrabi;0.07742639040348964;0.02631578947368421;0.625;0.00661975149633927;
190;190;;-5.5167;0.034482758620689655;Wirsing;0.025081788440567066;0.11842105263157894;0.5;0.0038678319941434945;
191;191;;-23.8907;0.0;Rotkohl;0.03816793893129771;0.06578947368421052;0.5;0.0026032316154308258;
192;192;;-5.9509;0.034482758620689655;Zollstock;0.024536532170119956;0.02631578947368421;0.75;0.03644219134689815;
