;seg;badseg;meanamp_ROI;wordreps;word.y;Typefrequenz_absolut;Nachbarn_mittel_absolut;Typelaenge_Zeichen;baysur;prederr
1;1;;10.9935;0.0;Kuckuck;0.13685932388222466;0.07894736842105263;0.5;0.04750814659369553;
2;2;;11.0713;0.0;Drossel;0.022900763358778626;0.05263157894736842;0.5;0.01724592167566579;
3;3;;1.0551;0.0;Specht;0.10359869138495092;0.13157894736842105;0.375;0.0083972904801766;
4;4;;-6.4156;0.0;Storch;0.12104689203925845;0.18421052631578946;0.375;0.004629470954587899;
5;5;;7.2273;0.0;Schwalbe;0.08887677208287895;0.17105263157894737;0.625;0.002694842623982972;
6;6;;14.2309;0.0;Kuchenform;0.003816793893129771;0.02631578947368421;0.875;0.04632382996167161;
7;7;;-5.9986;0.0;Topf;0.520174482006543;0.5789473684210527;0.125;0.02216949469076261;
8;8;;-28.0481;0.0;Gabel;0.7382769901853872;0.881578947368421;0.25;0.015760272805274336;
9;9;;19.648;0.0;Tortenheber;0.0059978189749182115;0.0;1.0;0.007388017520696334;
10;10;;5.7243;0.0;Teekanne;0.0321701199563795;0.05263157894736842;0.625;0.006581646295354051;
11;11;;29.2297;0.0;Schneebesen;0.016902944383860415;0.013157894736842105;1.0;0.003891671340920265;
12;12;;13.4904;0.0;LÃ¶ffel;0.6853871319520175;0.09210526315789473;0.375;0.002507906939957041;
13;13;;-5.3046;0.0;Backform;0.0016357688113413304;0.05263157894736842;0.625;0.0017004159426165387;
14;14;;10.63;0.0;Karren;0.27699018538713194;0.7236842105263158;0.375;0.03084619640659309;
15;15;;-31.3368;0.0;FÃ¤hre;0.11559432933478735;0.4342105263157895;0.25;0.008387269849699645;
16;16;;30.0395;0.0;U-Bahn;0.0916030534351145;0.15789473684210525;0.375;0.019299951267070233;
17;17;;36.4901;0.0;Kutsche;0.17829880043620502;0.4605263157894737;0.5;0.00298578215841375;
18;18;;-7.5747;0.0;Amboss;0.0;0.05263157894736842;0.375;0.0186666616769403;
19;19;;6.8376;0.0;MeiÃel;0.061613958560523444;0.25;0.375;0.004120024060470689;
20;20;;-0.1926;0.0;Bohrer;0.07470010905125408;0.2631578947368421;0.375;0.0022675843302640566;
21;21;;27.4222;0.0;Spachtel;0.025081788440567066;0.039473684210526314;0.625;0.0014023371307635712;
22;22;;8.7944;0.0;Schaufel;0.15976008724100327;0.05263157894736842;0.625;0.0008768745279011957;
23;23;;-5.8541;0.0;Esche;0.05343511450381679;0.6052631578947368;0.25;0.0683503538347768;
24;24;;-12.2491;0.0;Platane;0.010359869138495093;0.09210526315789473;0.5;0.013457870599569257;
25;25;;4.1086;0.0;Zypresse;0.009269356597600873;0.039473684210526314;0.625;0.007043938016983043;
26;26;;-14.3374;0.0;Ulme;0.025627044711014176;0.35526315789473684;0.125;0.00438018384248101;
