;seg;badseg;meanamp_ROI;wordreps;word.y;Typefrequenz_absolut;Nachbarn_mittel_absolut;Typelaenge_Zeichen;baysur;prederr
1;1;;-6.5741;0.0;GrÃ¼nkohl;0.03544165757906216;0.02631578947368421;0.625;0.041422619637909865;
2;2;;0.2947;0.0;Rotkohl;0.03816793893129771;0.06578947368421052;0.5;0.015079200908976569;
3;3;;7.5769;0.0;Spargel;0.1559432933478735;0.25;0.5;0.010103618094306573;
4;4;1.0;-0.7228;0.0;Kartoffel;0.2050163576881134;0.05263157894736842;0.75;0.005080969551804487;
5;5;;2.0226;0.0;Wirsing;0.025081788440567066;0.11842105263157894;0.5;0.0032640797206033873;
6;6;;-19.4194;0.0;Dreirad;0.010359869138495093;0.039473684210526314;0.5;0.03635848987814054;
7;7;;-28.9535;0.0;Nachtzug;0.026717557251908396;0.05263157894736842;0.625;0.018241535056502403;
8;8;;27.2054;0.0;FÃ¤hre;0.11559432933478735;0.4342105263157895;0.25;0.006978794853395214;
9;9;;-4.4719;0.0;Automobil;0.30861504907306436;0.09210526315789473;0.75;0.004303870557211351;
10;10;;-23.4849;0.0;Storch;0.12104689203925845;0.18421052631578946;0.375;0.028535618164973395;
11;11;;-10.6772;0.0;Specht;0.10359869138495092;0.13157894736842105;0.375;0.009573423746016453;
12;12;;-0.2245;0.0;Drossel;0.022900763358778626;0.05263157894736842;0.5;0.005486020326489124;
13;13;;-15.3287;0.0;Elster;0.09378407851690294;0.3684210526315789;0.375;0.0035523697450302277;
14;14;;-3.7328;0.0;Schwalbe;0.08887677208287895;0.17105263157894737;0.625;0.0024132737509660585;
15;15;;8.9369;0.0;Papagei;0.13249727371864775;0.09210526315789473;0.5;0.0016678293563918158;
16;16;;9.4083;0.0;Sperling;0.14122137404580154;0.17105263157894737;0.625;0.001149145053369589;
17;17;;7.5019;0.0;Kuckuck;0.13685932388222466;0.07894736842105263;0.5;0.000773689270021339;
18;18;;0.8463;0.0;Esche;0.05343511450381679;0.6052631578947368;0.25;0.02284513692802851;
19;19;;9.557;0.0;Ulme;0.025627044711014176;0.35526315789473684;0.125;0.006679588135483264;
20;20;;17.0365;0.0;Platane;0.010359869138495093;0.09210526315789473;0.5;0.0038392806157414926;
21;21;;-14.3379;0.0;Ahorn;0.028898582333696837;0.23684210526315788;0.25;0.002478841486273528;
22;22;;-16.6259;0.0;Akazie;0.017448200654307525;0.013157894736842105;0.375;0.0016705488594609657;
23;23;;-8.4369;0.0;Fichte;0.48800436205016356;0.5657894736842105;0.375;0.001137295865543131;
24;24;;5.909;0.0;Pappel;0.04198473282442748;0.5;0.375;0.0007630003169072309;
25;25;;11.3146;0.0;Rotbuche;0.009269356597600873;0.039473684210526314;0.625;0.0004894744171192343;
26;26;;-9.448;0.0;Hammer;0.5310796074154853;0.8026315789473685;0.375;0.045622224711247716;
27;27;;8.8902;0.0;Amboss;0.0;0.05263157894736842;0.375;0.010365520858487713;
28;28;;-12.2093;0.0;Axt;0.1941112322791712;0.5921052631578947;0.0;0.0056423336361209235;
29;29;;8.0187;0.0;Rohrzange;0.0010905125408942203;0.0;0.75;0.0035862920352069017;
30;30;;1.5066;0.0;Schaufel;0.15976008724100327;0.05263157894736842;0.625;0.0024278355355402182;
31;31;;0.2777;0.0;MeiÃel;0.061613958560523444;0.25;0.375;0.0016874034442943466;
32;32;;-2.4053;0.0;Zollstock;0.024536532170119956;0.02631578947368421;0.75;0.001177729236184992;
33;33;;-6.7248;0.0;Paprika;0.18484187568157034;0.06578947368421052;0.5;0.019948463481915212;
34;34;;11.0948;0.0;Spinat;0.15921483097055616;0.15789473684210525;0.375;0.005670600833012566;
35;35;;10.8684;0.0;Tomate;0.10141766630316248;0.07894736842105263;0.375;0.003399644384007201;
36;36;;7.099;0.0;Kohlrabi;0.07742639040348964;0.02631578947368421;0.625;0.02311737657454705;
37;37;;-20.1832;0.034482758620689655;GrÃ¼nkohl;0.03544165757906216;0.02631578947368421;0.625;0.004182599179931036;
38;38;;-15.9007;0.0;Zwiebel;0.346782988004362;0.11842105263157894;0.5;0.0012326253215627341;
39;39;;4.5545;0.034482758620689655;Wirsing;0.025081788440567066;0.11842105263157894;0.5;0.002325301239936373;
40;40;;-9.6992;0.034482758620689655;Rotkohl;0.03816793893129771;0.06578947368421052;0.5;0.0014257963922082255;
41;41;;5.1135;0.0;Schlucht;0.25572519083969464;0.15789473684210525;0.625;0.15641499403264927;
42;42;;-9.5426;0.0;Gebirge;0.7050163576881134;0.14473684210526316;0.5;0.014531487745238946;
43;43;;8.47;0.0;Savanne;0.020719738276990186;0.06578947368421052;0.5;0.007802450106395408;
44;44;;-13.0034;0.0;Steppe;0.2039258451472192;0.21052631578947367;0.375;0.004997032466346463;
45;45;;-1.8037;0.0;Sumpf;0.2862595419847328;0.25;0.25;0.0034333100426182377;
46;46;;-11.0982;0.0;Strand;0.5354416575790621;0.15789473684210525;0.375;0.0024368525244868465;
47;47;;-20.0369;0.0;Urwald;0.18865866957470012;0.14473684210526316;0.375;0.0017511944752262687;
48;48;;-3.4846;0.0;Lagune;0.07906215921483097;0.09210526315789473;0.375;0.04586076048640996;
49;49;;-14.94;0.034482758620689655;Zwiebel;0.346782988004362;0.11842105263157894;0.5;0.010354949998262428;
50;50;;-11.4415;0.06896551724137931;GrÃ¼nkohl;0.03544165757906216;0.02631578947368421;0.625;0.009622001559877733;
51;51;;15.4526;0.06896551724137931;Wirsing;0.025081788440567066;0.11842105263157894;0.5;0.005696394809179896;
52;52;;-0.1566;0.034482758620689655;Paprika;0.18484187568157034;0.06578947368421052;0.5;0.0031495426399033907;
53;53;;-13.3058;0.034482758620689655;Tomate;0.10141766630316248;0.07894736842105263;0.375;0.0022637557032689584;
54;54;;10.4457;0.034482758620689655;Savanne;0.020719738276990186;0.06578947368421052;0.5;0.006952793800223419;
55;55;;21.6605;0.034482758620689655;Gebirge;0.7050163576881134;0.14473684210526316;0.5;0.004598669532154369;
56;56;;-22.4721;0.034482758620689655;Lagune;0.07906215921483097;0.09210526315789473;0.375;0.00966344426373116;
57;57;;20.4488;0.034482758620689655;Schlucht;0.25572519083969464;0.15789473684210525;0.625;0.0023629229816433377;
58;58;;4.9154;0.0;Fluss;0.0539803707742639;0.25;0.25;0.004040627137559742;
59;59;;10.4746;0.034482758620689655;Steppe;0.2039258451472192;0.21052631578947367;0.375;0.0013367054689148044;
60;60;;-6.8179;0.0;Kutsche;0.17829880043620502;0.4605263157894737;0.5;0.09800263118557671;
61;61;;-7.9118;0.034482758620689655;FÃ¤hre;0.11559432933478735;0.4342105263157895;0.25;0.011242836324380254;
