;seg;badseg;meanamp_ROI;standard;wordreps;word.y;Typefrequenz_absolut;Nachbarn_mittel_absolut;Typelaenge_Zeichen;baysur;prederr
1;1;;14.3919;223;0.0;Schneebesen;0.016902944383860415;0.013157894736842105;1.0;0.05348283023047883;
2;2;;11.2669;224;0.0;Backblech;0.008178844056706653;0.013157894736842105;0.75;0.02170727314948758;
3;3;;-4.0015;224;0.0;Tasse;0.7464558342420938;1.0;0.25;0.013712860602948174;
4;4;;2.8344;225;0.0;Topf;0.520174482006543;0.5789473684210527;0.125;0.007050204939704696;
5;5;;-6.1463;223;0.0;Hocker;0.1183206106870229;0.5394736842105263;0.375;0.023906818458406733;
6;6;;6.5239;224;0.0;Sessel;1.0;0.5394736842105263;0.375;0.009919432085540969;
7;7;;14.7155;224;0.0;Esstisch;0.0005452562704471102;0.0;0.625;0.005158505894869094;
8;8;;5.3654;224;0.0;Lehnstuhl;0.17393675027262814;0.05263157894736842;0.75;0.00416284616354346;
9;9;;19.7046;224;0.0;Schrank;0.6875681570338059;0.2894736842105263;0.5;0.0024156131899200147;
10;10;;4.2435;224;0.0;Truhe;0.1728462377317339;0.27631578947368424;0.25;0.0015790847492968382;
11;11;;5.546;224;0.0;Ehebett;0.04525627044711014;0.05263157894736842;0.5;0.0010124078971929069;
12;12;;0.8513;225;0.0;Couch;0.1717557251908397;0.34210526315789475;0.25;0.0019216722474874905;
13;13;;6.6739999999999995;222;0.0;Schlucht;0.25572519083969464;0.15789473684210525;0.625;0.055851870259566436;
14;14;;18.379;224;0.0;Savanne;0.020719738276990186;0.06578947368421052;0.5;0.015681291826414263;
15;15;;8.8863;224;0.0;Gebirge;0.7050163576881134;0.14473684210526316;0.5;0.00845461307360203;
16;16;;7.8375;224;0.0;Urwald;0.18865866957470012;0.14473684210526316;0.375;0.005364635685012885;
17;17;;-5.9865;224;0.0;Sumpf;0.2862595419847328;0.25;0.25;0.0036514592440934704;
18;18;;1.4781;225;0.0;Lagune;0.07906215921483097;0.09210526315789473;0.375;0.017478994580874326;
19;19;;24.2925;223;0.0;Fichte;0.48800436205016356;0.5657894736842105;0.375;0.06652678687499206;
20;20;;10.0975;224;0.0;Zypresse;0.009269356597600873;0.039473684210526314;0.625;0.015183067495103737;
21;21;;13.9167;224;0.0;Esche;0.05343511450381679;0.6052631578947368;0.25;0.00838709672892643;
22;22;;21.572;224;0.0;Ahorn;0.028898582333696837;0.23684210526315788;0.25;0.005497703863316111;
23;23;;11.6459;224;0.0;Akazie;0.017448200654307525;0.013157894736842105;0.375;0.003861810418535022;
24;24;;13.3308;224;0.0;Eiche;0.20610687022900764;0.6842105263157895;0.25;0.002801170141576295;
25;25;;10.7778;225;0.0;Rotbuche;0.009269356597600873;0.039473684210526314;0.625;0.0020576524245073955;
26;26;;-7.5348;222;0.0;LÃ¶ffel;0.6853871319520175;0.09210526315789473;0.375;0.03936395911557964;
27;27;;-15.2216;224;0.0;Tortenheber;0.0059978189749182115;0.0;1.0;0.012349287734815232;
28;28;;1.0935;224;0.0;Kuchenform;0.003816793893129771;0.02631578947368421;0.875;0.005720218296661706;
29;29;;15.2411;224;0.034482758620689655;Tasse;0.7464558342420938;1.0;0.25;0.018230735569062156;
30;30;;14.038;224;0.0;Backform;0.0016357688113413304;0.05263157894736842;0.625;0.002906774287471965;
31;31;;-4.574;224;0.0;Gabel;0.7382769901853872;0.881578947368421;0.25;0.004647083669836382;
32;32;;15.3423;224;0.034482758620689655;Backblech;0.008178844056706653;0.013157894736842105;0.75;0.0016728285468509193;
33;33;;6.4664;225;0.034482758620689655;Topf;0.520174482006543;0.5789473684210527;0.125;0.005654994572050825;
34;34;;6.1776;222;0.034482758620689655;Ahorn;0.028898582333696837;0.23684210526315788;0.25;0.009489838058137922;
35;35;;-0.1432;224;0.0;Ulme;0.025627044711014176;0.35526315789473684;0.125;0.006194828095858937;
36;36;;-0.9199;224;0.034482758620689655;Rotbuche;0.009269356597600873;0.039473684210526314;0.625;0.004342913499990539;
37;37;;16.2501;225;0.034482758620689655;Eiche;0.20610687022900764;0.6842105263157895;0.25;0.003154605194911506;
38;38;;0.3195;222;0.0;MeiÃel;0.061613958560523444;0.25;0.375;0.03771974369336072;
39;39;;8.3028;224;0.0;Amboss;0.0;0.05263157894736842;0.375;0.005751730251967938;
40;40;;6.5962;224;0.0;Zollstock;0.024536532170119956;0.02631578947368421;0.75;0.003435430330498364;
41;41;;9.2399;224;0.0;Bohrer;0.07470010905125408;0.2631578947368421;0.375;0.0023453613814845738;
42;42;;3.3802;224;0.0;SÃ¤ge;0.13140676117775354;0.5789473684210527;0.125;0.0016650228119535837;
43;43;;5.9237;225;0.0;Rohrzange;0.0010905125408942203;0.0;0.75;0.0011874008729317847;
44;44;;-4.6728;222;0.034482758620689655;Sumpf;0.2862595419847328;0.25;0.25;0.045123875818570705;
45;45;;5.3047;224;0.034482758620689655;Gebirge;0.7050163576881134;0.14473684210526316;0.5;0.01320577179150834;
46;46;;17.6287;224;0.034482758620689655;Urwald;0.18865866957470012;0.14473684210526316;0.375;0.0074062208205826156;
47;47;;14.5417;225;0.034482758620689655;Schlucht;0.25572519083969464;0.15789473684210525;0.625;0.004866471769487403;
48;48;;10.1601;222;0.0;Handschuh;0.17938931297709923;0.09210526315789473;0.75;0.09231957900599518;
49;49;;10.0642;224;0.0;Jackett;0.15267175572519084;0.13157894736842105;0.5;0.008529159030138381;
50;50;;1.4803;224;0.0;Kopftuch;0.14285714285714285;0.02631578947368421;0.625;0.004633478625251914;
51;51;;2.1168;225;0.0;Jeans;0.10905125408942203;0.42105263157894735;0.25;0.003020314843962848;
52;52;;2.5131;223;0.06896551724137931;Topf;0.520174482006543;0.5789473684210527;0.125;0.023378365553002416;
53;53;;4.5213;224;0.034482758620689655;Tortenheber;0.0059978189749182115;0.0;1.0;0.017806893220026373;
54;54;;23.0576;224;0.0;Teekanne;0.0321701199563795;0.05263157894736842;0.625;0.006651105348284943;
55;55;;21.1492;224;0.06896551724137931;Backblech;0.008178844056706653;0.013157894736842105;0.75;0.0022821529496711243;
56;56;;34.9382;224;0.034482758620689655;Backform;0.0016357688113413304;0.05263157894736842;0.625;0.0016041150524840184;
57;57;;-1.8225;224;0.034482758620689655;Gabel;0.7382769901853872;0.881578947368421;0.25;0.0054452680425336655;
58;58;;-9.7215;225;0.034482758620689655;LÃ¶ffel;0.6853871319520175;0.09210526315789473;0.375;0.002786178412732662;
59;59;;8.847999999999999;223;0.0;SchÃ¼rze;0.31624863685932386;0.19736842105263158;0.5;0.006180967837362343;
60;60;;-9.4252;224;0.0;Strumpf;0.13195201744820065;0.09210526315789473;0.5;0.0037359038559301298;
61;61;;3.1734;224;0.0;Kittel;0.2677208287895311;0.6052631578947368;0.375;0.002496918040473507;
62;62;;26.1559;224;0.0;Pullover;0.23336968375136313;0.07894736842105263;0.625;0.001731880589231708;
63;63;;1.8895;224;0.0;Halstuch;0.06706652126499454;0.013157894736842105;0.625;0.001208502348857065;
64;64;;-2.1416;224;0.034482758620689655;Handschuh;0.17938931297709923;0.09210526315789473;0.75;0.0008276291778508986;
65;65;;24.5601;224;0.034482758620689655;Kopftuch;0.14285714285714285;0.02631578947368421;0.625;0.0005389668232870325;
66;66;;-0.7919;225;0.034482758620689655;Jeans;0.10905125408942203;0.42105263157894735;0.25;0.00031392131025373757;
67;67;;5.8673;222;0.0;Nashorn;0.0485278080697928;0.039473684210526314;0.5;0.2325553594417545;
68;68;;3.3422;224;0.0;BÃ¼ffel;0.0866957470010905;0.19736842105263158;0.375;0.08716836806218682;
69;69;;17.9171;224;0.0;Gazelle;0.025081788440567066;0.14473684210526316;0.5;0.01464747203861777;
70;70;;1.0321;224;0.0;Panther;0.11504907306434024;0.2894736842105263;0.5;0.007236242285862426;
71;71;;18.7773;225;0.0;Maultier;0.06924754634678298;0.11842105263157894;0.625;0.005071426418316161;
72;72;;5.362;222;0.034482758620689655;Pullover;0.23336968375136313;0.07894736842105263;0.625;0.003692791717088397;
73;73;;3.404;224;0.06896551724137931;Jeans;0.10905125408942203;0.42105263157894735;0.25;0.0027354437712218426;
74;74;;3.9009;224;0.034482758620689655;Halstuch;0.06706652126499454;0.013157894736842105;0.625;0.0020460728582842036;
75;75;;-2.2152;224;0.06896551724137931;Handschuh;0.17938931297709923;0.09210526315789473;0.75;0.0015273244345690431;
76;76;;0.8813;224;0.0;Bluse;0.3495092693565976;0.3684210526315789;0.25;0.0011248944313110758;
77;77;;-8.13;224;0.034482758620689655;Strumpf;0.13195201744820065;0.09210526315789473;0.5;0.0008057304172061913;
78;78;;-10.9556;224;0.034482758620689655;Jackett;0.15267175572519084;0.13157894736842105;0.5;0.0005483998611041705;
79;79;;-3.2286;225;0.034482758620689655;SchÃ¼rze;0.31624863685932386;0.19736842105263158;0.5;0.000338316781069999;
80;80;;15.4324;222;0.0;Sperling;0.14122137404580154;0.17105263157894737;0.625;0.0928697053586098;
81;81;;9.1504;224;0.0;Schwalbe;0.08887677208287895;0.17105263157894737;0.625;0.011841079763389951;
82;82;;8.3793;224;0.0;Drossel;0.022900763358778626;0.05263157894736842;0.5;0.007365674971328065;
83;83;;-1.2134;224;0.0;Kuckuck;0.13685932388222466;0.07894736842105263;0.5;0.005097689102658756;
