;seg;badseg;meanamp_ROI;standard;wordreps;word.y;Typefrequenz_absolut;Nachbarn_mittel_absolut;Typelaenge_Zeichen;baysur;prederr
1;1;;-5.3966;223;0.0;Motorrad;0.17938931297709923;0.10526315789473684;0.625;0.05655357171787161;
2;2;;-25.5811;224;0.0;FÃ¤hre;0.11559432933478735;0.4342105263157895;0.25;0.02064182571247101;
3;3;;-1.3439;224;0.0;Automobil;0.30861504907306436;0.09210526315789473;0.75;0.010190893750339795;
4;4;;-9.0016;224;0.0;Karren;0.27699018538713194;0.7236842105263158;0.375;0.0057385350809177026;
5;5;;-14.3745;224;0.0;Dreirad;0.010359869138495093;0.039473684210526314;0.5;0.0034411376117193487;
6;6;;-0.2346;224;0.0;S-Bahn;0.09814612868047982;0.17105263157894737;0.375;0.007980155816646324;
7;7;;5.2859;225;0.0;U-Bahn;0.0916030534351145;0.15789473684210525;0.375;0.00339250888510307;
8;8;;9.9961;222;0.0;Gebirge;0.7050163576881134;0.14473684210526316;0.5;0.052456106927666085;
9;9;;-6.2091;224;0.0;Steppe;0.2039258451472192;0.21052631578947367;0.375;0.01786759003700941;
10;10;;-4.3675;224;0.0;Salzsee;0.012540894220283533;0.02631578947368421;0.5;0.018556893335829855;
11;11;;-9.6355;224;0.0;Fluss;0.0539803707742639;0.25;0.25;0.008832439052580096;
12;12;;-17.9791;224;0.0;Schlucht;0.25572519083969464;0.15789473684210525;0.625;0.004369700932735576;
13;13;;9.3467;224;0.0;Strand;0.5354416575790621;0.15789473684210525;0.375;0.0030498897208036434;
14;14;;-1.3762;224;0.0;Sumpf;0.2862595419847328;0.25;0.25;0.0021543547390786184;
15;15;;3.9413;225;0.0;Lagune;0.07906215921483097;0.09210526315789473;0.375;0.0037728315660408656;
16;16;;3.6252;222;0.0;MeiÃel;0.061613958560523444;0.25;0.375;0.0219661914054685;
17;17;;-5.7697;224;0.0;SÃ¤ge;0.13140676117775354;0.5789473684210527;0.125;0.00837157133059958;
