;subject;minutes_elapsed;cost_function;optimal_tau;baysur_slope;regr_intercept
0;1;168.46666666666667;766216.6527085565;[1157.25037456];23.940526528258907;-0.151387749607778
1;2;169.66666666666666;309731.3888473309;[1147.9753226];12.58714629968902;5.240389522538454
