;subject;minutes_elapsed;cost_function;optimal_tau;regr_slope;regr_intercept
0;1;27.633333333333333;844638.0669579915;59.95967744102784;0.21394377987317073;0.8213654108890505
1;2;27.6;456787.42551316344;59.95967744102784;-1.1106855493955137;3.7547406082394943
2;3;27.6;384295.37049059954;29.260643165604215;0.026820023167795543;0.2693432495252498
3;4;26.233333333333334;746426.9149010614;59.95967744102784;0.9614297637110324;3.524249843471572
4;5;27.3;1165169.3903246627;19.132119253792215;0.16552834839522143;4.578981034554672
5;6;23.8;833300.9677295157;41.443549192374995;0.14503648205661449;-4.431649429636023
6;7;104.23333333333333;816816.3906378895;33.69297624565004;0.5130935444553351;0.6082339985950915
7;8;18.766666666666666;948708.161815383;25.78165527224067;0.2247286711949581;-0.562783171991836
8;9;27.35;333576.0233360135;59.538654500439925;0.44974833375513884;1.1942808566929288
9;10;29.016666666666666;398891.9061578561;59.95967744102784;-1.5155274698903467;-0.6053303697930339
