;subject;minutes_elapsed;cost_function;optimal_tau;baysur_slope;regr_intercept
0;1;55.28333333333333;509907.9617407985;4941.9773480668455;0.0;0.624136381767159
1;2;58.31666666666667;118685.81956752292;4794.466268490156;0.0;3.201601923677258
