;subject;minutes_elapsed;cost_function;tau;slope_wordreps;slope_Typefrequenz_absolut;slope_Nachbarn_mittel_absolut;slope_Typelaenge_Zeichen;slope_baysur;regr_intercept;baysur_pval;resid_var
0;1;1.8833333333333333;767307.0752902478;8.45;-0.1314243221458004;0.6245531278403355;0.7655003635684379;0.7358664691590614;-1.9202295138000667;0.7909559690776535;0.6629853351959307;256.4528994954033
1;2;1.7;309957.7960939659;8.45;-0.43575941350271474;0.9685402391578837;-0.5553803382478819;-2.3122651357551542;-3.2579844415317423;4.694162882437822;0.3210454313674907;103.35371660352314
2;3;1.7166666666666666;320966.96376396803;8.45;2.5092943120130835;-0.8086958435053893;-0.6789620134713281;-0.5274233693037436;-1.479118002753718;-0.6668559070836073;0.6468747668244658;107.09608400532798
3;4;1.7333333333333334;628383.4664719505;8.45;-0.3314327823089563;1.0739067754902505;-1.5446067769989371;3.7999680386837777;-2.2360474918186513;2.5602251133642797;0.49431547782720753;210.09142977999065
4;5;1.8;857921.5178429905;8.45;1.4305667539491131;2.71988656763103;0.4023495209147645;-1.456602424481094;2.9714206951058717;2.860380165548273;0.48773649053005896;287.12232859537784
5;6;1.7;782718.3649566924;8.45;-1.5604683333196738;0.8553598555332416;-0.07169862362261559;0.4004972252986947;0.7268171386263907;-3.3325240376456566;0.882481726019099;261.5163264138637
6;7;1.7;632614.9771648401;8.45;-0.41440345412518337;1.8850798441908732;-2.695647652527782;-3.2229552060299644;7.418518171898599;3.789907814583083;0.06635449805267497;214.73692368120825
7;8;1.7;760029.7022944053;8.45;0.5204995381164651;-2.977385578145347;-4.326254863556757;-6.80595253876834;2.6319823726620157;3.9290563837691264;0.5678317015412575;255.38632469570055
8;9;1.7166666666666666;310379.11100429745;8.45;-2.8771281446918566;-0.05429155387983464;-2.1335270000264375;-1.8147481933147989;-1.3622125409393102;3.9162828034344215;0.6463205247801234;104.89324467870799
9;10;1.7166666666666666;277961.69903958857;8.45;2.380792692680969;1.4956851911438462;-1.7084600549118067;-1.8839983584710205;-8.126649059514083;-0.7960173395170944;0.002234132946909131;94.28822898222126
