;subject;minutes_elapsed;cost_function;tau;slope_wordreps;slope_Typefrequenz_absolut;slope_Nachbarn_mittel_absolut;slope_Typelaenge_Zeichen;slope_baysur;regr_intercept;baysur_pval;resid_var
27;28;1.8666666666666667;616131.108581983;19.84;1.2393275768671295;0.42746284997883943;-4.081048011817195;-3.7926359411457016;1.5567457799418425;-0.6390529120783315;0.7270382752973454;205.9261726544063
28;29;2.0;2903800.769803012;19.84;-4.402981138386441;-3.422687017169982;1.903548113840344;3.0391231290220686;12.844657742932803;-3.9207360219042604;0.28193293113355505;1013.189382345783
29;30;0.8833333333333333;473719.6701305283;19.84;-0.9140120288488688;-1.7133463045206934;0.17706851438474458;-2.568185114878114;-7.42310636787705;3.318204442559932;0.2962397123729821;237.5725527234344
30;31;1.7833333333333334;215953.9214120652;19.84;-0.13844783648167747;0.9488196937545319;0.36359229508053936;-0.4275108793540371;-4.091337973163795;-0.5992689012137334;0.16299247303068448;72.00864335180576
31;32;1.75;277486.43839535676;19.84;0.03694497469498037;-1.2775632161002912;1.4945461244215816;0.640653796339997;-2.275281949054424;0.9930299298856149;0.4099594000292557;93.71375832332205
32;33;1.75;336929.403660669;19.84;1.6815528118599987;-0.4792527031649233;-1.5905540497007935;-2.765479642119884;-5.070378530112459;1.308825624012263;0.21252888723956187;112.3472503036576
33;34;1.7333333333333334;1916583.4605009544;19.84;-7.833357316897269;3.4714682519695836;-1.6126434408335177;0.7416247486649041;8.897443572860322;2.319849266045061;0.48989447383647866;649.9096169891354
34;35;1.75;365710.6653350683;19.84;1.834794706684014;-0.9710116568125251;0.2924900363907233;-1.8861737753786914;-1.82100587742381;0.4815953629219025;0.6011471883477759;121.98487836393178
35;36;1.75;497707.7468317193;19.84;1.0248515423396767;0.23177112918695364;0.19122174729026759;-1.4052207239490146;0.26846601094768174;-1.9596859959264383;0.95250300925888;166.457440411946
36;37;1.75;405065.88496928924;19.84;0.8978326785629718;2.031574876421467;-2.9237741252613696;-2.3306402003896025;-2.6509753289250697;1.0107756281914633;0.4253597155592952;135.24737394634028
37;38;1.7666666666666666;385553.4316809274;19.84;1.277004392288969;-0.5849103352995622;-0.6078711997198898;-2.585243021707787;-3.109268949193946;-2.0409168522960695;0.19848267730329938;128.94763601368828
38;39;1.75;662864.0141686454;19.84;-5.93943721745063;0.0949471521556926;-2.404120591561818;-1.336443444554022;-11.52485160717514;6.902717713959836;0.14652933225971823;222.5122571898774
39;40;1.75;2221532.0069697667;19.84;-6.125770781474514;-5.533456260061959;3.859579057805947;4.157944237919049;12.951527044777912;1.4195830629268489;0.11993499744942202;753.5725939517529
