;seg;badseg;meanamp_ROI;standard;wordreps;word.y;Typefrequenz_absolut;Nachbarn_mittel_absolut;Typelaenge_Zeichen;baysur;prederr
1;1;;18.7335;223;0.0;Fahrrad;0.38386041439476554;0.05263157894736842;0.5;0.15703965026216934;
2;2;;17.6451;224;0.0;Automobil;0.30861504907306436;0.09210526315789473;0.75;0.057905888314367895;
3;3;;3.7510000000000003;224;0.0;S-Bahn;0.09814612868047982;0.17105263157894737;0.375;0.03777929947998823;
4;4;;-7.2244;224;0.0;Kutsche;0.17829880043620502;0.4605263157894737;0.5;0.01858321777071464;
5;5;;12.0652;224;0.0;Karren;0.27699018538713194;0.7236842105263158;0.375;0.011835287924490874;
6;6;;15.4681;224;0.0;U-Bahn;0.0916030534351145;0.15789473684210525;0.375;0.0124914013082785;
7;7;;15.7594;225;0.0;Nachtzug;0.026717557251908396;0.05263157894736842;0.625;0.007966197287421086;
8;8;;-10.2804;223;0.0;Schneebesen;0.016902944383860415;0.013157894736842105;1.0;0.07469302445423746;
9;9;;-8.2173;224;0.0;Kuchenform;0.003816793893129771;0.02631578947368421;0.875;0.02713475211420031;
10;10;;3.7837;224;0.0;Topf;0.520174482006543;0.5789473684210527;0.125;0.031967861984036075;
11;11;;-2.8293;224;0.0;Backform;0.0016357688113413304;0.05263157894736842;0.625;0.01130025409233268;
12;12;;-2.1512;224;0.0;Teekanne;0.0321701199563795;0.05263157894736842;0.625;0.014807686966386204;
13;13;;0.3116;225;0.0;Gabel;0.7382769901853872;0.881578947368421;0.25;0.01390107681339119;
14;14;;-2.9015;222;0.0;Schwein;0.5327153762268266;0.40789473684210525;0.5;0.1182059025500345;
15;15;;-16.5375;224;0.0;BÃ¼ffel;0.0866957470010905;0.19736842105263158;0.375;0.06724176479922342;
16;16;;0.45399999999999996;224;0.0;Panther;0.11504907306434024;0.2894736842105263;0.5;0.028953836778254614;
17;17;;-11.7548;224;0.0;KÃ¤nguru;0.0;0.02631578947368421;0.5;0.02009416375864544;
18;18;;5.9278;224;0.0;Maultier;0.06924754634678298;0.11842105263157894;0.625;0.01492497898320959;
19;19;;-3.4301;224;0.0;Maulwurf;0.1019629225736096;0.06578947368421052;0.625;0.011536563164000828;
20;20;;-1.5295;224;0.0;Elefant;0.1663031624863686;0.10526315789473684;0.5;0.009147878186813696;
21;21;;20.0851;225;0.0;Giraffe;0.025627044711014176;0.06578947368421052;0.5;0.017024779856545845;
22;22;;-0.1292;223;0.0;Zwiebel;0.346782988004362;0.11842105263157894;0.5;0.057416053190444884;
23;23;;1.8392;224;0.0;Spargel;0.1559432933478735;0.25;0.5;0.022037693922162267;
24;24;;12.118;224;0.0;Paprika;0.18484187568157034;0.06578947368421052;0.5;0.013996797296817463;
25;25;;24.0175;225;0.0;Tomate;0.10141766630316248;0.07894736842105263;0.375;0.010180250109322508;
26;26;;20.2049;222;0.0;Truhe;0.1728462377317339;0.27631578947368424;0.25;0.03579664562535074;
27;27;;8.3975;224;0.0;Couch;0.1717557251908397;0.34210526315789475;0.25;0.044488901896239;
28;28;;-0.6732;224;0.0;Ehebett;0.04525627044711014;0.05263157894736842;0.5;0.009536205348606018;
29;29;;5.3888;224;0.0;Lehnstuhl;0.17393675027262814;0.05263157894736842;0.75;0.016573015621866402;
30;30;;3.1767;224;0.0;Esstisch;0.0005452562704471102;0.0;0.625;0.0057219953752129776;
31;31;;-1.5523;224;0.0;Schrank;0.6875681570338059;0.2894736842105263;0.5;0.004635027026283771;
32;32;;12.2508;225;0.0;Regal;0.19193020719738277;0.5263157894736842;0.25;0.0038031009185216253;
33;33;;-13.9679;223;0.0;FÃ¤hre;0.11559432933478735;0.4342105263157895;0.25;0.014011764150849643;
34;34;;13.455;224;0.034482758620689655;Nachtzug;0.026717557251908396;0.05263157894736842;0.625;0.021389878577673518;
35;35;;-1.8787;224;0.034482758620689655;S-Bahn;0.09814612868047982;0.17105263157894737;0.375;0.013150054037447009;
36;36;;19.6765;225;0.034482758620689655;Fahrrad;0.38386041439476554;0.05263157894736842;0.5;0.005658317747612221;
37;37;;-6.4517;222;0.0;Kartoffel;0.2050163576881134;0.05263157894736842;0.75;0.015378917966715247;
38;38;;25.1981;224;0.0;GrÃ¼nkohl;0.03544165757906216;0.02631578947368421;0.625;0.05307437750965634;
39;39;;11.4542;224;0.034482758620689655;Spargel;0.1559432933478735;0.25;0.5;0.008858984038276847;
40;40;;12.4201;225;0.0;Spinat;0.15921483097055616;0.15789473684210525;0.375;0.007131288674202481;
41;41;;-0.4582;223;0.0;Schlucht;0.25572519083969464;0.15789473684210525;0.625;0.18319014071854312;
42;42;;-5.1695;224;0.0;Sumpf;0.2862595419847328;0.25;0.25;0.04262479836472379;
43;43;;11.6971;224;0.0;Gebirge;0.7050163576881134;0.14473684210526316;0.5;0.02411621630016229;
44;44;;5.1979999999999995;224;0.0;Strand;0.5354416575790621;0.15789473684210525;0.375;0.016579769405560305;
45;45;;20.2295;224;0.0;Steppe;0.2039258451472192;0.21052631578947367;0.375;0.012433423695016953;
46;46;;-3.8301;224;0.0;Savanne;0.020719738276990186;0.06578947368421052;0.5;0.009781977516242098;
47;47;;10.0066;225;0.0;Salzsee;0.012540894220283533;0.02631578947368421;0.5;0.06008182055871395;
48;48;;1.8941;223;0.0;Gazelle;0.025081788440567066;0.14473684210526316;0.5;0.040832367822974454;
49;49;;16.9152;224;0.034482758620689655;Maulwurf;0.1019629225736096;0.06578947368421052;0.625;0.015769976746970126;
50;50;;16.6172;224;0.034482758620689655;KÃ¤nguru;0.0;0.02631578947368421;0.5;0.01197577998394778;
51;51;;-6.2996;225;0.034482758620689655;BÃ¼ffel;0.0866957470010905;0.19736842105263158;0.375;0.01782756317854064;
52;52;;7.0217;223;0.0;Ahorn;0.028898582333696837;0.23684210526315788;0.25;0.06461991073679624;
53;53;;3.3783;224;0.0;Ulme;0.025627044711014176;0.35526315789473684;0.125;0.015735495511728634;
54;54;;12.7524;224;0.0;Eiche;0.20610687022900764;0.6842105263157895;0.25;0.009976218273277764;
55;55;;4.2739;224;0.0;Zypresse;0.009269356597600873;0.039473684210526314;0.625;0.007395586590328006;
56;56;;10.6868;225;0.0;Akazie;0.017448200654307525;0.013157894736842105;0.375;0.005835587108078905;
57;57;;7.2996;223;0.06896551724137931;Spargel;0.1559432933478735;0.25;0.5;0.007220817638869309;
58;58;;24.041;224;0.034482758620689655;Kartoffel;0.2050163576881134;0.05263157894736842;0.75;0.005497874460861027;
59;59;;23.9553;224;0.034482758620689655;Tomate;0.10141766630316248;0.07894736842105263;0.375;0.004382678177746964;
60;60;;10.4337;224;0.0;Kohlrabi;0.07742639040348964;0.02631578947368421;0.625;0.027101276510032843;
61;61;;-2.2148;224;0.034482758620689655;GrÃ¼nkohl;0.03544165757906216;0.02631578947368421;0.625;0.011370087630957381;
62;62;;-5.6103;224;0.0;Wirsing;0.025081788440567066;0.11842105263157894;0.5;0.00746389072293834;
63;63;;-3.02;224;0.034482758620689655;Paprika;0.18484187568157034;0.06578947368421052;0.5;0.0021623797698928277;
64;64;;-8.4301;225;0.0;Rotkohl;0.03816793893129771;0.06578947368421052;0.5;0.005401794686652221;
65;65;;11.3289;222;0.06896551724137931;S-Bahn;0.09814612868047982;0.17105263157894737;0.375;0.042721435120567565;
66;66;;26.448;224;0.0;Dreirad;0.010359869138495093;0.039473684210526314;0.5;0.017102462523404586;
67;67;;3.3666;224;0.06896551724137931;Nachtzug;0.026717557251908396;0.05263157894736842;0.625;0.02016150758797279;
68;68;;0.2567;224;0.06896551724137931;Fahrrad;0.38386041439476554;0.05263157894736842;0.5;0.009932854955890288;
69;69;;9.0778;224;0.034482758620689655;Kutsche;0.17829880043620502;0.4605263157894737;0.5;0.008058650599210288;
70;70;;4.7867;225;0.0;Motorrad;0.17938931297709923;0.10526315789473684;0.625;0.006676547554834523;
71;71;;-4.3918;222;0.034482758620689655;Steppe;0.2039258451472192;0.21052631578947367;0.375;0.026518661073254398;
72;72;;11.9113;224;0.034482758620689655;Sumpf;0.2862595419847328;0.25;0.25;0.018035370083937664;
73;73;;6.2813;224;0.034482758620689655;Salzsee;0.012540894220283533;0.02631578947368421;0.5;0.041376468615881255;
74;74;;6.0833;224;0.034482758620689655;Schlucht;0.25572519083969464;0.15789473684210525;0.625;0.01068580878242598;
75;75;;-8.5695;225;0.034482758620689655;Savanne;0.020719738276990186;0.06578947368421052;0.5;0.00870301643764469;
76;76;;16.4377;222;0.10344827586206896;Nachtzug;0.026717557251908396;0.05263157894736842;0.625;0.014336164760487338;
77;77;;-13.4443;224;0.06896551724137931;Kutsche;0.17829880043620502;0.4605263157894737;0.5;0.006080563537987906;
78;78;;-1.7754;224;0.10344827586206896;Fahrrad;0.38386041439476554;0.05263157894736842;0.5;0.005121189903808634;
79;79;;5.2575;224;0.034482758620689655;Automobil;0.30861504907306436;0.09210526315789473;0.75;0.0043511006585882;
80;80;;20.8193;224;0.10344827586206896;S-Bahn;0.09814612868047982;0.17105263157894737;0.375;0.00893118917244813;
81;81;;8.7897;224;0.034482758620689655;U-Bahn;0.0916030534351145;0.15789473684210525;0.375;0.006771188202765035;
82;82;;8.8321;224;0.034482758620689655;Karren;0.27699018538713194;0.7236842105263158;0.375;0.002819301651034479;
83;83;;11.1663;225;0.034482758620689655;FÃ¤hre;0.11559432933478735;0.4342105263157895;0.25;0.0024176770537185552;
84;84;;-8.3184;223;0.0;Backblech;0.008178844056706653;0.013157894736842105;0.75;0.08145897683053961;
85;85;;-3.6012;224;0.034482758620689655;Backform;0.0016357688113413304;0.05263157894736842;0.625;0.02152760174550068;
86;86;;-10.0689;224;0.034482758620689655;Topf;0.520174482006543;0.5789473684210527;0.125;0.07607439254533804;
87;87;;1.3596;224;0.034482758620689655;Kuchenform;0.003816793893129771;0.02631578947368421;0.875;0.008819798718882547;
88;88;;-1.6211;224;0.0;LÃ¶ffel;0.6853871319520175;0.09210526315789473;0.375;0.07309318520190426;
89;89;;-0.3929;224;0.034482758620689655;Schneebesen;0.016902944383860415;0.013157894736842105;1.0;0.016133841456020415;
90;90;;13.5453;224;0.034482758620689655;Gabel;0.7382769901853872;0.881578947368421;0.25;0.01015493478253656;
91;91;;6.3644;225;0.034482758620689655;Teekanne;0.0321701199563795;0.05263157894736842;0.625;0.0164892260840339;
92;92;;-0.5426;222;0.0;Pappel;0.04198473282442748;0.5;0.375;0.025855648974792013;
93;93;;-4.6599;224;0.0;Platane;0.010359869138495093;0.09210526315789473;0.5;0.01592409928516864;
94;94;;2.2092;224;0.034482758620689655;Zypresse;0.009269356597600873;0.039473684210526314;0.625;0.011731018252204222;
95;95;;7.7049;224;0.0;Rotbuche;0.009269356597600873;0.039473684210526314;0.625;0.009230131796045728;
96;96;;21.9633;224;0.034482758620689655;Eiche;0.20610687022900764;0.6842105263157895;0.25;0.007514965896427566;
97;97;;13.7707;224;0.0;Esche;0.05343511450381679;0.6052631578947368;0.25;0.006245080318183547;
98;98;;-8.1383;225;0.0;Fichte;0.48800436205016356;0.5657894736842105;0.375;0.00525784200767152;
99;99;;2.8873;222;0.0;Zollstock;0.024536532170119956;0.02631578947368421;0.75;0.12232774697956617;
100;100;;-5.8656;224;0.0;SÃ¤ge;0.13140676117775354;0.5789473684210527;0.125;0.01305354393945521;
101;101;;-0.5196;224;0.0;Schaufel;0.15976008724100327;0.05263157894736842;0.625;0.007494530941326215;
102;102;;-3.8657;224;0.0;Hammer;0.5310796074154853;0.8026315789473685;0.375;0.00526529841578899;
103;103;;5.9945;224;0.0;Spachtel;0.025081788440567066;0.039473684210526314;0.625;0.004005945950934686;
104;104;;2.8448;225;0.0;Bohrer;0.07470010905125408;0.2631578947368421;0.375;0.0031676754868939032;
105;105;;-9.6656;222;0.034482758620689655;Rotbuche;0.009269356597600873;0.039473684210526314;0.625;0.007175303979837262;
106;106;;0.77;224;0.034482758620689655;Ahorn;0.028898582333696837;0.23684210526315788;0.25;0.00594432805352795;
107;107;;-7.3452;224;0.06896551724137931;Eiche;0.20610687022900764;0.6842105263157895;0.25;0.004980951161575709;
108;108;;-11.1083;224;0.034482758620689655;Ulme;0.025627044711014176;0.35526315789473684;0.125;0.004204450208322123;
109;109;;13.9474;224;0.034482758620689655;Pappel;0.04198473282442748;0.5;0.375;0.00356418913248831;
110;110;;-14.4326;224;0.034482758620689655;Fichte;0.48800436205016356;0.5657894736842105;0.375;0.0030266520115956844;
111;111;;18.7433;225;0.06896551724137931;Zypresse;0.009269356597600873;0.039473684210526314;0.625;0.0025686977006473604;
112;112;;-15.4519;222;0.034482758620689655;Motorrad;0.17938931297709923;0.10526315789473684;0.625;0.011963249751803516;
113;113;;1.2436;224;0.06896551724137931;U-Bahn;0.0916030534351145;0.15789473684210525;0.375;0.02218210290552733;
114;114;;-6.2137;224;0.10344827586206896;Kutsche;0.17829880043620502;0.4605263157894737;0.5;0.006936752608602226;
115;115;;19.0078;224;0.13793103448275862;S-Bahn;0.09814612868047982;0.17105263157894737;0.375;0.012464534109562997;
116;116;;6.4128;224;0.13793103448275862;Fahrrad;0.38386041439476554;0.05263157894736842;0.5;0.004667204939895988;
117;117;;6.4759;225;0.034482758620689655;Dreirad;0.010359869138495093;0.039473684210526314;0.5;0.0038980484081540335;
118;118;;6.245;222;0.034482758620689655;Esche;0.05343511450381679;0.6052631578947368;0.25;0.004968247553523723;
119;119;;-10.7635;224;0.06896551724137931;Ahorn;0.028898582333696837;0.23684210526315788;0.25;0.004216399262962146;
120;120;;17.5256;224;0.06896551724137931;Rotbuche;0.009269356597600873;0.039473684210526314;0.625;0.0035906515128395124;
121;121;;-6.6253;224;0.06896551724137931;Pappel;0.04198473282442748;0.5;0.375;0.003061550741224195;
122;122;;5.4944;225;0.06896551724137931;Fichte;0.48800436205016356;0.5657894736842105;0.375;0.002608296174053938;
123;123;;-7.9432;223;0.034482758620689655;Gebirge;0.7050163576881134;0.14473684210526316;0.5;0.07533820402691575;
124;124;;3.5435;224;0.0;Lagune;0.07906215921483097;0.09210526315789473;0.375;0.08339905238973445;
125;125;;29.105;224;0.06896551724137931;Savanne;0.020719738276990186;0.06578947368421052;0.5;0.020615022240304474;
126;126;;6.445;224;0.06896551724137931;Sumpf;0.2862595419847328;0.25;0.25;0.014913971391400138;
127;127;;-3.1748;224;0.034482758620689655;Strand;0.5354416575790621;0.15789473684210525;0.375;0.011529426676539674;
128;128;;0.2818;224;0.06896551724137931;Schlucht;0.25572519083969464;0.15789473684210525;0.625;0.009265032697804676;
129;129;;28.0835;224;0.06896551724137931;Steppe;0.2039258451472192;0.21052631578947367;0.375;0.0076310507890859575;
130;130;;-8.2717;225;0.0;Urwald;0.18865866957470012;0.14473684210526316;0.375;0.006389178516940034;
131;131;;13.4105;223;0.0;Kuckuck;0.13685932388222466;0.07894736842105263;0.5;0.27219112507400434;
132;132;;3.2638;224;0.0;Schwalbe;0.08887677208287895;0.17105263157894737;0.625;0.035401792001133664;
133;133;;9.8725;224;0.0;Drossel;0.022900763358778626;0.05263157894736842;0.5;0.02016211686838207;
134;134;;-2.9955;224;0.0;Specht;0.10359869138495092;0.13157894736842105;0.375;0.0140674357953863;
135;135;;11.7197;224;0.0;Papagei;0.13249727371864775;0.09210526315789473;0.5;0.010707564524383895;
136;136;;6.6333;224;0.0;Elster;0.09378407851690294;0.3684210526315789;0.375;0.008541199195985498;
137;137;;-3.9347;225;0.0;Pelikan;0.026172300981461286;0.15789473684210525;0.5;0.007008390384294039;
138;138;;0.05;223;0.10344827586206896;Zypresse;0.009269356597600873;0.039473684210526314;0.625;0.005932857568936689;
139;139;;-21.6142;224;0.06896551724137931;Esche;0.05343511450381679;0.6052631578947368;0.25;0.004912047713286156;
