;seg;badseg;meanamp_ROI;standard;wordreps;word.y;Typefrequenz_absolut;Nachbarn_mittel_absolut;Typelaenge_Zeichen;baysur;prederr
1;1;;-20.816;223;0.0;Pinguin;0.010905125408942203;0.06578947368421052;0.5;0.13190784983413323;
2;2;;-2.1233;224;0.0;Kuckuck;0.13685932388222466;0.07894736842105263;0.5;0.04871618447652388;
3;3;;4.7351;224;0.0;Storch;0.12104689203925845;0.18421052631578946;0.375;0.024800109168442403;
4;4;;5.3179;225;0.0;Specht;0.10359869138495092;0.13157894736842105;0.375;0.014653444419010474;
5;5;;-7.667000000000001;222;0.0;Strumpf;0.13195201744820065;0.09210526315789473;0.5;0.0843932688586665;
6;6;;16.5386;224;0.0;Kittel;0.2677208287895311;0.6052631578947368;0.375;0.03786672956788726;
7;7;;4.5573;224;0.0;Handschuh;0.17938931297709923;0.09210526315789473;0.75;0.022467530074826762;
8;8;;-1.1386;224;0.0;Halstuch;0.06706652126499454;0.013157894736842105;0.625;0.014956097596515597;
9;9;;-14.0699;224;0.0;SchÃ¼rze;0.31624863685932386;0.19736842105263158;0.5;0.010600000668486584;
10;10;;-4.2976;224;0.0;Jeans;0.10905125408942203;0.42105263157894735;0.25;0.007807159624425377;
11;11;;-7.2768;224;0.0;Pullover;0.23336968375136313;0.07894736842105263;0.625;0.00589376917936396;
12;12;;8.7745;225;0.0;Bluse;0.3495092693565976;0.3684210526315789;0.25;0.0045190963892605355;
13;13;;-6.7315;222;0.034482758620689655;Pinguin;0.010905125408942203;0.06578947368421052;0.5;0.020635186770184617;
14;14;;-9.741;224;0.034482758620689655;Specht;0.10359869138495092;0.13157894736842105;0.375;0.014582006330592753;
15;15;;-0.4756;224;0.0;Sperling;0.14122137404580154;0.17105263157894737;0.625;0.010851841577725473;
16;16;;-7.7265;224;0.0;Pelikan;0.026172300981461286;0.15789473684210525;0.5;0.00834614799791169;
17;17;;5.6949;224;0.034482758620689655;Storch;0.12104689203925845;0.18421052631578946;0.375;0.006561811306038926;
18;18;;-0.42100000000000004;225;0.0;Drossel;0.022900763358778626;0.05263157894736842;0.5;0.00523634183908019;
19;19;;-1.3194;222;0.0;Sessel;1.0;0.5394736842105263;0.375;0.04629889329689361;
20;20;;-5.5044;224;0.0;Lehnstuhl;0.17393675027262814;0.05263157894736842;0.75;0.01971227181602882;
21;21;;-8.8531;224;0.0;Schrank;0.6875681570338059;0.2894736842105263;0.5;0.009090276476624215;
22;22;;-17.5604;224;0.0;Couch;0.1717557251908397;0.34210526315789475;0.25;0.010943108920197332;
23;23;;0.9440000000000001;224;0.0;Regal;0.19193020719738277;0.5263157894736842;0.25;0.005538292046783734;
24;24;;3.0762;224;0.0;Hocker;0.1183206106870229;0.5394736842105263;0.375;0.007317395390944566;
25;25;;-0.8769;225;0.0;Esstisch;0.0005452562704471102;0.0;0.625;0.003751055614320505;
26;26;;12.5033;222;0.0;Schlucht;0.25572519083969464;0.15789473684210525;0.625;0.10190163949555917;
27;27;;-7.0262;224;0.0;Salzsee;0.012540894220283533;0.02631578947368421;0.5;0.05820096833548252;
28;28;;-6.977;224;0.0;Fluss;0.0539803707742639;0.25;0.25;0.027009117973562667;
29;29;;-5.9276;224;0.0;Gebirge;0.7050163576881134;0.14473684210526316;0.5;0.013709499067056933;
